,0
499,"33.772075,-117.301693,2013-05-14T12:00:00"
500,"33.772075,-117.301693,2013-05-15T12:00:00"
501,"33.772075,-117.301693,2013-05-16T12:00:00"
502,"33.772075,-117.301693,2013-05-17T12:00:00"
503,"33.772075,-117.301693,2013-05-18T12:00:00"
504,"33.772075,-117.301693,2013-05-19T12:00:00"
505,"33.772075,-117.301693,2013-05-20T12:00:00"
506,"33.772075,-117.301693,2013-05-21T12:00:00"
507,"33.772075,-117.301693,2013-05-22T12:00:00"
508,"33.772075,-117.301693,2013-05-23T12:00:00"
509,"33.772075,-117.301693,2013-05-24T12:00:00"
510,"33.772075,-117.301693,2013-05-25T12:00:00"
511,"33.772075,-117.301693,2013-05-26T12:00:00"
512,"33.772075,-117.301693,2013-05-27T12:00:00"
513,"33.772075,-117.301693,2013-05-28T12:00:00"
514,"33.772075,-117.301693,2013-05-29T12:00:00"
515,"33.772075,-117.301693,2013-05-30T12:00:00"
516,"33.772075,-117.301693,2013-05-31T12:00:00"
517,"33.772075,-117.301693,2013-06-01T12:00:00"
518,"33.772075,-117.301693,2013-06-02T12:00:00"
519,"33.772075,-117.301693,2013-06-03T12:00:00"
520,"33.772075,-117.301693,2013-06-04T12:00:00"
521,"33.772075,-117.301693,2013-06-05T12:00:00"
522,"33.772075,-117.301693,2013-06-06T12:00:00"
523,"33.772075,-117.301693,2013-06-07T12:00:00"
524,"33.772075,-117.301693,2013-06-08T12:00:00"
525,"33.772075,-117.301693,2013-06-09T12:00:00"
526,"33.772075,-117.301693,2013-06-10T12:00:00"
527,"33.772075,-117.301693,2013-06-11T12:00:00"
528,"33.772075,-117.301693,2013-06-12T12:00:00"
529,"33.772075,-117.301693,2013-06-13T12:00:00"
530,"33.772075,-117.301693,2013-06-14T12:00:00"
531,"33.772075,-117.301693,2013-06-15T12:00:00"
532,"33.772075,-117.301693,2013-06-16T12:00:00"
533,"33.772075,-117.301693,2013-06-17T12:00:00"
534,"33.772075,-117.301693,2013-06-18T12:00:00"
535,"33.772075,-117.301693,2013-06-19T12:00:00"
536,"33.772075,-117.301693,2013-06-20T12:00:00"
537,"33.772075,-117.301693,2013-06-21T12:00:00"
538,"33.772075,-117.301693,2013-06-22T12:00:00"
539,"33.772075,-117.301693,2013-06-23T12:00:00"
540,"33.772075,-117.301693,2013-06-24T12:00:00"
541,"33.772075,-117.301693,2013-06-25T12:00:00"
542,"33.772075,-117.301693,2013-06-26T12:00:00"
543,"33.772075,-117.301693,2013-06-27T12:00:00"
544,"33.772075,-117.301693,2013-06-28T12:00:00"
545,"33.772075,-117.301693,2013-06-29T12:00:00"
546,"33.772075,-117.301693,2013-06-30T12:00:00"
547,"33.772075,-117.301693,2013-07-01T12:00:00"
548,"33.772075,-117.301693,2013-07-02T12:00:00"
549,"33.772075,-117.301693,2013-07-03T12:00:00"
550,"33.772075,-117.301693,2013-07-04T12:00:00"
551,"33.772075,-117.301693,2013-07-05T12:00:00"
552,"33.772075,-117.301693,2013-07-06T12:00:00"
553,"33.772075,-117.301693,2013-07-07T12:00:00"
554,"33.772075,-117.301693,2013-07-08T12:00:00"
555,"33.772075,-117.301693,2013-07-09T12:00:00"
556,"33.772075,-117.301693,2013-07-10T12:00:00"
557,"33.772075,-117.301693,2013-07-11T12:00:00"
558,"33.772075,-117.301693,2013-07-12T12:00:00"
559,"33.772075,-117.301693,2013-07-13T12:00:00"
560,"33.772075,-117.301693,2013-07-14T12:00:00"
561,"33.772075,-117.301693,2013-07-15T12:00:00"
562,"33.772075,-117.301693,2013-07-16T12:00:00"
563,"33.772075,-117.301693,2013-07-17T12:00:00"
564,"33.772075,-117.301693,2013-07-18T12:00:00"
565,"33.772075,-117.301693,2013-07-19T12:00:00"
566,"33.772075,-117.301693,2013-07-20T12:00:00"
567,"33.772075,-117.301693,2013-07-21T12:00:00"
568,"33.772075,-117.301693,2013-07-22T12:00:00"
569,"33.772075,-117.301693,2013-07-23T12:00:00"
570,"33.772075,-117.301693,2013-07-24T12:00:00"
571,"33.772075,-117.301693,2013-07-25T12:00:00"
572,"33.772075,-117.301693,2013-07-26T12:00:00"
573,"33.772075,-117.301693,2013-07-27T12:00:00"
574,"33.772075,-117.301693,2013-07-28T12:00:00"
575,"33.772075,-117.301693,2013-07-29T12:00:00"
576,"33.772075,-117.301693,2013-07-30T12:00:00"
577,"33.772075,-117.301693,2013-07-31T12:00:00"
578,"33.772075,-117.301693,2013-08-01T12:00:00"
579,"33.772075,-117.301693,2013-08-02T12:00:00"
580,"33.772075,-117.301693,2013-08-03T12:00:00"
581,"33.772075,-117.301693,2013-08-04T12:00:00"
582,"33.772075,-117.301693,2013-08-05T12:00:00"
583,"33.772075,-117.301693,2013-08-06T12:00:00"
584,"33.772075,-117.301693,2013-08-07T12:00:00"
585,"33.772075,-117.301693,2013-08-08T12:00:00"
586,"33.772075,-117.301693,2013-08-09T12:00:00"
587,"33.772075,-117.301693,2013-08-10T12:00:00"
588,"33.772075,-117.301693,2013-08-11T12:00:00"
589,"33.772075,-117.301693,2013-08-12T12:00:00"
590,"33.772075,-117.301693,2013-08-13T12:00:00"
591,"33.772075,-117.301693,2013-08-14T12:00:00"
592,"33.772075,-117.301693,2013-08-15T12:00:00"
593,"33.772075,-117.301693,2013-08-16T12:00:00"
594,"33.772075,-117.301693,2013-08-17T12:00:00"
595,"33.772075,-117.301693,2013-08-18T12:00:00"
596,"33.772075,-117.301693,2013-08-19T12:00:00"
597,"33.772075,-117.301693,2013-08-20T12:00:00"
598,"33.772075,-117.301693,2013-08-21T12:00:00"
599,"33.772075,-117.301693,2013-08-22T12:00:00"
600,"33.772075,-117.301693,2013-08-23T12:00:00"
601,"33.772075,-117.301693,2013-08-24T12:00:00"
602,"33.772075,-117.301693,2013-08-25T12:00:00"
603,"33.772075,-117.301693,2013-08-26T12:00:00"
604,"33.772075,-117.301693,2013-08-27T12:00:00"
605,"33.772075,-117.301693,2013-08-28T12:00:00"
606,"33.772075,-117.301693,2013-08-29T12:00:00"
607,"33.772075,-117.301693,2013-08-30T12:00:00"
608,"33.772075,-117.301693,2013-08-31T12:00:00"
609,"33.772075,-117.301693,2013-09-01T12:00:00"
610,"33.772075,-117.301693,2013-09-02T12:00:00"
611,"33.772075,-117.301693,2013-09-03T12:00:00"
612,"33.772075,-117.301693,2013-09-04T12:00:00"
613,"33.772075,-117.301693,2013-09-05T12:00:00"
614,"33.772075,-117.301693,2013-09-06T12:00:00"
615,"33.772075,-117.301693,2013-09-07T12:00:00"
616,"33.772075,-117.301693,2013-09-08T12:00:00"
617,"33.772075,-117.301693,2013-09-09T12:00:00"
618,"33.772075,-117.301693,2013-09-10T12:00:00"
619,"33.772075,-117.301693,2013-09-11T12:00:00"
620,"33.772075,-117.301693,2013-09-12T12:00:00"
621,"33.772075,-117.301693,2013-09-13T12:00:00"
622,"33.772075,-117.301693,2013-09-14T12:00:00"
623,"33.772075,-117.301693,2013-09-15T12:00:00"
624,"33.772075,-117.301693,2013-09-16T12:00:00"
625,"33.772075,-117.301693,2013-09-17T12:00:00"
626,"33.772075,-117.301693,2013-09-18T12:00:00"
627,"33.772075,-117.301693,2013-09-19T12:00:00"
628,"33.772075,-117.301693,2013-09-20T12:00:00"
629,"33.772075,-117.301693,2013-09-21T12:00:00"
630,"33.772075,-117.301693,2013-09-22T12:00:00"
631,"33.772075,-117.301693,2013-09-23T12:00:00"
632,"33.772075,-117.301693,2013-09-24T12:00:00"
633,"33.772075,-117.301693,2013-09-25T12:00:00"
634,"33.772075,-117.301693,2013-09-26T12:00:00"
635,"33.772075,-117.301693,2013-09-27T12:00:00"
636,"33.772075,-117.301693,2013-09-28T12:00:00"
637,"33.772075,-117.301693,2013-09-29T12:00:00"
638,"33.772075,-117.301693,2013-09-30T12:00:00"
639,"33.772075,-117.301693,2013-10-01T12:00:00"
640,"33.772075,-117.301693,2013-10-02T12:00:00"
641,"33.772075,-117.301693,2013-10-03T12:00:00"
642,"33.772075,-117.301693,2013-10-04T12:00:00"
643,"33.772075,-117.301693,2013-10-05T12:00:00"
644,"33.772075,-117.301693,2013-10-06T12:00:00"
645,"33.772075,-117.301693,2013-10-07T12:00:00"
646,"33.772075,-117.301693,2013-10-08T12:00:00"
647,"33.772075,-117.301693,2013-10-09T12:00:00"
648,"33.772075,-117.301693,2013-10-10T12:00:00"
649,"33.772075,-117.301693,2013-10-11T12:00:00"
650,"33.772075,-117.301693,2013-10-12T12:00:00"
651,"33.772075,-117.301693,2013-10-13T12:00:00"
652,"33.772075,-117.301693,2013-10-14T12:00:00"
653,"33.772075,-117.301693,2013-10-15T12:00:00"
654,"33.772075,-117.301693,2013-10-16T12:00:00"
655,"33.772075,-117.301693,2013-10-17T12:00:00"
656,"33.772075,-117.301693,2013-10-18T12:00:00"
657,"33.772075,-117.301693,2013-10-19T12:00:00"
658,"33.772075,-117.301693,2013-10-20T12:00:00"
659,"33.772075,-117.301693,2013-10-21T12:00:00"
660,"33.772075,-117.301693,2013-10-22T12:00:00"
661,"33.772075,-117.301693,2013-10-23T12:00:00"
662,"33.772075,-117.301693,2013-10-24T12:00:00"
663,"33.772075,-117.301693,2013-10-25T12:00:00"
664,"33.772075,-117.301693,2013-10-26T12:00:00"
665,"33.772075,-117.301693,2013-10-27T12:00:00"
666,"33.772075,-117.301693,2013-10-28T12:00:00"
667,"33.772075,-117.301693,2013-10-29T12:00:00"
668,"33.772075,-117.301693,2013-10-30T12:00:00"
669,"33.772075,-117.301693,2013-10-31T12:00:00"
670,"33.772075,-117.301693,2013-11-01T12:00:00"
671,"33.772075,-117.301693,2013-11-02T12:00:00"
672,"33.772075,-117.301693,2013-11-03T12:00:00"
673,"33.772075,-117.301693,2013-11-04T12:00:00"
674,"33.772075,-117.301693,2013-11-05T12:00:00"
675,"33.772075,-117.301693,2013-11-06T12:00:00"
676,"33.772075,-117.301693,2013-11-07T12:00:00"
677,"33.772075,-117.301693,2013-11-08T12:00:00"
678,"33.772075,-117.301693,2013-11-09T12:00:00"
679,"33.772075,-117.301693,2013-11-10T12:00:00"
680,"33.772075,-117.301693,2013-11-11T12:00:00"
681,"33.772075,-117.301693,2013-11-12T12:00:00"
682,"33.772075,-117.301693,2013-11-13T12:00:00"
683,"33.772075,-117.301693,2013-11-14T12:00:00"
684,"33.772075,-117.301693,2013-11-15T12:00:00"
685,"33.772075,-117.301693,2013-11-16T12:00:00"
686,"33.772075,-117.301693,2013-11-17T12:00:00"
687,"33.772075,-117.301693,2013-11-18T12:00:00"
688,"33.772075,-117.301693,2013-11-19T12:00:00"
689,"33.772075,-117.301693,2013-11-20T12:00:00"
690,"33.772075,-117.301693,2013-11-21T12:00:00"
691,"33.772075,-117.301693,2013-11-22T12:00:00"
692,"33.772075,-117.301693,2013-11-23T12:00:00"
693,"33.772075,-117.301693,2013-11-24T12:00:00"
694,"33.772075,-117.301693,2013-11-25T12:00:00"
695,"33.772075,-117.301693,2013-11-26T12:00:00"
696,"33.772075,-117.301693,2013-11-27T12:00:00"
697,"33.772075,-117.301693,2013-11-28T12:00:00"
698,"33.772075,-117.301693,2013-11-29T12:00:00"
699,"33.772075,-117.301693,2013-11-30T12:00:00"
700,"33.772075,-117.301693,2013-12-01T12:00:00"
701,"33.772075,-117.301693,2013-12-02T12:00:00"
702,"33.772075,-117.301693,2013-12-03T12:00:00"
703,"33.772075,-117.301693,2013-12-04T12:00:00"
704,"33.772075,-117.301693,2013-12-05T12:00:00"
705,"33.772075,-117.301693,2013-12-06T12:00:00"
706,"33.772075,-117.301693,2013-12-07T12:00:00"
707,"33.772075,-117.301693,2013-12-08T12:00:00"
708,"33.772075,-117.301693,2013-12-09T12:00:00"
709,"33.772075,-117.301693,2013-12-10T12:00:00"
710,"33.772075,-117.301693,2013-12-11T12:00:00"
711,"33.772075,-117.301693,2013-12-12T12:00:00"
712,"33.772075,-117.301693,2013-12-13T12:00:00"
713,"33.772075,-117.301693,2013-12-14T12:00:00"
714,"33.772075,-117.301693,2013-12-15T12:00:00"
715,"33.772075,-117.301693,2013-12-16T12:00:00"
716,"33.772075,-117.301693,2013-12-17T12:00:00"
717,"33.772075,-117.301693,2013-12-18T12:00:00"
718,"33.772075,-117.301693,2013-12-19T12:00:00"
719,"33.772075,-117.301693,2013-12-20T12:00:00"
720,"33.772075,-117.301693,2013-12-21T12:00:00"
721,"33.772075,-117.301693,2013-12-22T12:00:00"
722,"33.772075,-117.301693,2013-12-23T12:00:00"
723,"33.772075,-117.301693,2013-12-24T12:00:00"
724,"33.772075,-117.301693,2013-12-25T12:00:00"
725,"33.772075,-117.301693,2013-12-26T12:00:00"
726,"33.772075,-117.301693,2013-12-27T12:00:00"
727,"33.772075,-117.301693,2013-12-28T12:00:00"
728,"33.772075,-117.301693,2013-12-29T12:00:00"
729,"33.772075,-117.301693,2013-12-30T12:00:00"
730,"33.772075,-117.301693,2013-12-31T12:00:00"
731,"33.772075,-117.301693,2014-01-01T12:00:00"
732,"33.772075,-117.301693,2014-01-02T12:00:00"
733,"33.772075,-117.301693,2014-01-03T12:00:00"
734,"33.772075,-117.301693,2014-01-04T12:00:00"
735,"33.772075,-117.301693,2014-01-05T12:00:00"
736,"33.772075,-117.301693,2014-01-06T12:00:00"
737,"33.772075,-117.301693,2014-01-07T12:00:00"
738,"33.772075,-117.301693,2014-01-08T12:00:00"
739,"33.772075,-117.301693,2014-01-09T12:00:00"
740,"33.772075,-117.301693,2014-01-10T12:00:00"
741,"33.772075,-117.301693,2014-01-11T12:00:00"
742,"33.772075,-117.301693,2014-01-12T12:00:00"
743,"33.772075,-117.301693,2014-01-13T12:00:00"
744,"33.772075,-117.301693,2014-01-14T12:00:00"
745,"33.772075,-117.301693,2014-01-15T12:00:00"
746,"33.772075,-117.301693,2014-01-16T12:00:00"
747,"33.772075,-117.301693,2014-01-17T12:00:00"
748,"33.772075,-117.301693,2014-01-18T12:00:00"
749,"33.772075,-117.301693,2014-01-19T12:00:00"
750,"33.772075,-117.301693,2014-01-20T12:00:00"
751,"33.772075,-117.301693,2014-01-21T12:00:00"
752,"33.772075,-117.301693,2014-01-22T12:00:00"
753,"33.772075,-117.301693,2014-01-23T12:00:00"
754,"33.772075,-117.301693,2014-01-24T12:00:00"
755,"33.772075,-117.301693,2014-01-25T12:00:00"
756,"33.772075,-117.301693,2014-01-26T12:00:00"
757,"33.772075,-117.301693,2014-01-27T12:00:00"
758,"33.772075,-117.301693,2014-01-28T12:00:00"
759,"33.772075,-117.301693,2014-01-29T12:00:00"
760,"33.772075,-117.301693,2014-01-30T12:00:00"
761,"33.772075,-117.301693,2014-01-31T12:00:00"
762,"33.772075,-117.301693,2014-02-01T12:00:00"
763,"33.772075,-117.301693,2014-02-02T12:00:00"
764,"33.772075,-117.301693,2014-02-03T12:00:00"
765,"33.772075,-117.301693,2014-02-04T12:00:00"
766,"33.772075,-117.301693,2014-02-05T12:00:00"
767,"33.772075,-117.301693,2014-02-06T12:00:00"
768,"33.772075,-117.301693,2014-02-07T12:00:00"
769,"33.772075,-117.301693,2014-02-08T12:00:00"
770,"33.772075,-117.301693,2014-02-09T12:00:00"
771,"33.772075,-117.301693,2014-02-10T12:00:00"
772,"33.772075,-117.301693,2014-02-11T12:00:00"
773,"33.772075,-117.301693,2014-02-12T12:00:00"
774,"33.772075,-117.301693,2014-02-13T12:00:00"
775,"33.772075,-117.301693,2014-02-14T12:00:00"
776,"33.772075,-117.301693,2014-02-15T12:00:00"
777,"33.772075,-117.301693,2014-02-16T12:00:00"
778,"33.772075,-117.301693,2014-02-17T12:00:00"
779,"33.772075,-117.301693,2014-02-18T12:00:00"
780,"33.772075,-117.301693,2014-02-19T12:00:00"
781,"33.772075,-117.301693,2014-02-20T12:00:00"
782,"33.772075,-117.301693,2014-02-21T12:00:00"
783,"33.772075,-117.301693,2014-02-22T12:00:00"
784,"33.772075,-117.301693,2014-02-23T12:00:00"
785,"33.772075,-117.301693,2014-02-24T12:00:00"
786,"33.772075,-117.301693,2014-02-25T12:00:00"
787,"33.772075,-117.301693,2014-02-26T12:00:00"
788,"33.772075,-117.301693,2014-02-27T12:00:00"
789,"33.772075,-117.301693,2014-02-28T12:00:00"
790,"33.772075,-117.301693,2014-03-01T12:00:00"
791,"33.772075,-117.301693,2014-03-02T12:00:00"
792,"33.772075,-117.301693,2014-03-03T12:00:00"
793,"33.772075,-117.301693,2014-03-04T12:00:00"
794,"33.772075,-117.301693,2014-03-05T12:00:00"
795,"33.772075,-117.301693,2014-03-06T12:00:00"
796,"33.772075,-117.301693,2014-03-07T12:00:00"
797,"33.772075,-117.301693,2014-03-08T12:00:00"
798,"33.772075,-117.301693,2014-03-09T12:00:00"
799,"33.772075,-117.301693,2014-03-10T12:00:00"
800,"33.772075,-117.301693,2014-03-11T12:00:00"
801,"33.772075,-117.301693,2014-03-12T12:00:00"
802,"33.772075,-117.301693,2014-03-13T12:00:00"
803,"33.772075,-117.301693,2014-03-14T12:00:00"
804,"33.772075,-117.301693,2014-03-15T12:00:00"
805,"33.772075,-117.301693,2014-03-16T12:00:00"
806,"33.772075,-117.301693,2014-03-17T12:00:00"
807,"33.772075,-117.301693,2014-03-18T12:00:00"
808,"33.772075,-117.301693,2014-03-19T12:00:00"
809,"33.772075,-117.301693,2014-03-20T12:00:00"
810,"33.772075,-117.301693,2014-03-21T12:00:00"
811,"33.772075,-117.301693,2014-03-22T12:00:00"
812,"33.772075,-117.301693,2014-03-23T12:00:00"
813,"33.772075,-117.301693,2014-03-24T12:00:00"
814,"33.772075,-117.301693,2014-03-25T12:00:00"
815,"33.772075,-117.301693,2014-03-26T12:00:00"
816,"33.772075,-117.301693,2014-03-27T12:00:00"
817,"33.772075,-117.301693,2014-03-28T12:00:00"
818,"33.772075,-117.301693,2014-03-29T12:00:00"
819,"33.772075,-117.301693,2014-03-30T12:00:00"
820,"33.772075,-117.301693,2014-03-31T12:00:00"
821,"33.772075,-117.301693,2014-04-01T12:00:00"
822,"33.772075,-117.301693,2014-04-02T12:00:00"
823,"33.772075,-117.301693,2014-04-03T12:00:00"
824,"33.772075,-117.301693,2014-04-04T12:00:00"
825,"33.772075,-117.301693,2014-04-05T12:00:00"
826,"33.772075,-117.301693,2014-04-06T12:00:00"
827,"33.772075,-117.301693,2014-04-07T12:00:00"
828,"33.772075,-117.301693,2014-04-08T12:00:00"
829,"33.772075,-117.301693,2014-04-09T12:00:00"
830,"33.772075,-117.301693,2014-04-10T12:00:00"
831,"33.772075,-117.301693,2014-04-11T12:00:00"
832,"33.772075,-117.301693,2014-04-12T12:00:00"
833,"33.772075,-117.301693,2014-04-13T12:00:00"
834,"33.772075,-117.301693,2014-04-14T12:00:00"
835,"33.772075,-117.301693,2014-04-15T12:00:00"
836,"33.772075,-117.301693,2014-04-16T12:00:00"
837,"33.772075,-117.301693,2014-04-17T12:00:00"
838,"33.772075,-117.301693,2014-04-18T12:00:00"
839,"33.772075,-117.301693,2014-04-19T12:00:00"
840,"33.772075,-117.301693,2014-04-20T12:00:00"
841,"33.772075,-117.301693,2014-04-21T12:00:00"
842,"33.772075,-117.301693,2014-04-22T12:00:00"
843,"33.772075,-117.301693,2014-04-23T12:00:00"
844,"33.772075,-117.301693,2014-04-24T12:00:00"
845,"33.772075,-117.301693,2014-04-25T12:00:00"
846,"33.772075,-117.301693,2014-04-26T12:00:00"
847,"33.772075,-117.301693,2014-04-27T12:00:00"
848,"33.772075,-117.301693,2014-04-28T12:00:00"
849,"33.772075,-117.301693,2014-04-29T12:00:00"
850,"33.772075,-117.301693,2014-04-30T12:00:00"
851,"33.772075,-117.301693,2014-05-01T12:00:00"
852,"33.772075,-117.301693,2014-05-02T12:00:00"
853,"33.772075,-117.301693,2014-05-03T12:00:00"
854,"33.772075,-117.301693,2014-05-04T12:00:00"
855,"33.772075,-117.301693,2014-05-05T12:00:00"
856,"33.772075,-117.301693,2014-05-06T12:00:00"
857,"33.772075,-117.301693,2014-05-07T12:00:00"
858,"33.772075,-117.301693,2014-05-08T12:00:00"
859,"33.772075,-117.301693,2014-05-09T12:00:00"
860,"33.772075,-117.301693,2014-05-10T12:00:00"
861,"33.772075,-117.301693,2014-05-11T12:00:00"
862,"33.772075,-117.301693,2014-05-12T12:00:00"
863,"33.772075,-117.301693,2014-05-13T12:00:00"
864,"33.772075,-117.301693,2014-05-14T12:00:00"
865,"33.772075,-117.301693,2014-05-15T12:00:00"
866,"33.772075,-117.301693,2014-05-16T12:00:00"
867,"33.772075,-117.301693,2014-05-17T12:00:00"
868,"33.772075,-117.301693,2014-05-18T12:00:00"
869,"33.772075,-117.301693,2014-05-19T12:00:00"
870,"33.772075,-117.301693,2014-05-20T12:00:00"
871,"33.772075,-117.301693,2014-05-21T12:00:00"
872,"33.772075,-117.301693,2014-05-22T12:00:00"
873,"33.772075,-117.301693,2014-05-23T12:00:00"
874,"33.772075,-117.301693,2014-05-24T12:00:00"
875,"33.772075,-117.301693,2014-05-25T12:00:00"
876,"33.772075,-117.301693,2014-05-26T12:00:00"
877,"33.772075,-117.301693,2014-05-27T12:00:00"
878,"33.772075,-117.301693,2014-05-28T12:00:00"
879,"33.772075,-117.301693,2014-05-29T12:00:00"
880,"33.772075,-117.301693,2014-05-30T12:00:00"
881,"33.772075,-117.301693,2014-05-31T12:00:00"
882,"33.772075,-117.301693,2014-06-01T12:00:00"
883,"33.772075,-117.301693,2014-06-02T12:00:00"
884,"33.772075,-117.301693,2014-06-03T12:00:00"
885,"33.772075,-117.301693,2014-06-04T12:00:00"
886,"33.772075,-117.301693,2014-06-05T12:00:00"
887,"33.772075,-117.301693,2014-06-06T12:00:00"
888,"33.772075,-117.301693,2014-06-07T12:00:00"
889,"33.772075,-117.301693,2014-06-08T12:00:00"
890,"33.772075,-117.301693,2014-06-09T12:00:00"
891,"33.772075,-117.301693,2014-06-10T12:00:00"
892,"33.772075,-117.301693,2014-06-11T12:00:00"
893,"33.772075,-117.301693,2014-06-12T12:00:00"
894,"33.772075,-117.301693,2014-06-13T12:00:00"
895,"33.772075,-117.301693,2014-06-14T12:00:00"
896,"33.772075,-117.301693,2014-06-15T12:00:00"
897,"33.772075,-117.301693,2014-06-16T12:00:00"
898,"33.772075,-117.301693,2014-06-17T12:00:00"
899,"33.772075,-117.301693,2014-06-18T12:00:00"
900,"33.772075,-117.301693,2014-06-19T12:00:00"
901,"33.772075,-117.301693,2014-06-20T12:00:00"
902,"33.772075,-117.301693,2014-06-21T12:00:00"
903,"33.772075,-117.301693,2014-06-22T12:00:00"
904,"33.772075,-117.301693,2014-06-23T12:00:00"
905,"33.772075,-117.301693,2014-06-24T12:00:00"
906,"33.772075,-117.301693,2014-06-25T12:00:00"
907,"33.772075,-117.301693,2014-06-26T12:00:00"
908,"33.772075,-117.301693,2014-06-27T12:00:00"
909,"33.772075,-117.301693,2014-06-28T12:00:00"
910,"33.772075,-117.301693,2014-06-29T12:00:00"
911,"33.772075,-117.301693,2014-06-30T12:00:00"
912,"33.772075,-117.301693,2014-07-01T12:00:00"
913,"33.772075,-117.301693,2014-07-02T12:00:00"
914,"33.772075,-117.301693,2014-07-03T12:00:00"
915,"33.772075,-117.301693,2014-07-04T12:00:00"
916,"33.772075,-117.301693,2014-07-05T12:00:00"
917,"33.772075,-117.301693,2014-07-06T12:00:00"
918,"33.772075,-117.301693,2014-07-07T12:00:00"
919,"33.772075,-117.301693,2014-07-08T12:00:00"
920,"33.772075,-117.301693,2014-07-09T12:00:00"
921,"33.772075,-117.301693,2014-07-10T12:00:00"
922,"33.772075,-117.301693,2014-07-11T12:00:00"
923,"33.772075,-117.301693,2014-07-12T12:00:00"
924,"33.772075,-117.301693,2014-07-13T12:00:00"
925,"33.772075,-117.301693,2014-07-14T12:00:00"
926,"33.772075,-117.301693,2014-07-15T12:00:00"
927,"33.772075,-117.301693,2014-07-16T12:00:00"
928,"33.772075,-117.301693,2014-07-17T12:00:00"
929,"33.772075,-117.301693,2014-07-18T12:00:00"
930,"33.772075,-117.301693,2014-07-19T12:00:00"
931,"33.772075,-117.301693,2014-07-20T12:00:00"
932,"33.772075,-117.301693,2014-07-21T12:00:00"
933,"33.772075,-117.301693,2014-07-22T12:00:00"
934,"33.772075,-117.301693,2014-07-23T12:00:00"
935,"33.772075,-117.301693,2014-07-24T12:00:00"
936,"33.772075,-117.301693,2014-07-25T12:00:00"
937,"33.772075,-117.301693,2014-07-26T12:00:00"
938,"33.772075,-117.301693,2014-07-27T12:00:00"
939,"33.772075,-117.301693,2014-07-28T12:00:00"
