,index,latlngtime,areacode,tggl,weather
31376,31376,"33.714613,-117.482912,2012-11-13T12:00:00",18,13/11/2012,Clear throughout the day.
31377,31377,"33.714613,-117.482912,2012-11-14T12:00:00",18,14/11/2012,Partly cloudy throughout the day.
31378,31378,"33.714613,-117.482912,2012-11-15T12:00:00",18,15/11/2012,Mostly cloudy throughout the day.
31379,31379,"33.714613,-117.482912,2012-11-16T12:00:00",18,16/11/2012,Light rain overnight.
31380,31380,"33.714613,-117.482912,2012-11-17T12:00:00",18,17/11/2012,Mostly cloudy throughout the day.
31381,31381,"33.714613,-117.482912,2012-11-18T12:00:00",18,18/11/2012,Drizzle in the morning.
31382,31382,"33.714613,-117.482912,2012-11-19T12:00:00",18,19/11/2012,Clear throughout the day.
31383,31383,"33.714613,-117.482912,2012-11-20T12:00:00",18,20/11/2012,Partly cloudy overnight.
31384,31384,"33.714613,-117.482912,2012-11-21T12:00:00",18,21/11/2012,Partly cloudy in the morning.
31385,31385,"33.714613,-117.482912,2012-11-22T12:00:00",18,22/11/2012,Partly cloudy in the morning.
31386,31386,"33.714613,-117.482912,2012-11-23T12:00:00",18,23/11/2012,Clear throughout the day.
31387,31387,"33.714613,-117.482912,2012-11-24T12:00:00",18,24/11/2012,Partly cloudy overnight.
31388,31388,"33.714613,-117.482912,2012-11-25T12:00:00",18,25/11/2012,Mostly cloudy starting in the evening.
31389,31389,"33.714613,-117.482912,2012-11-26T12:00:00",18,26/11/2012,Mostly cloudy in the morning.
31390,31390,"33.714613,-117.482912,2012-11-27T12:00:00",18,27/11/2012,Partly cloudy throughout the day.
31391,31391,"33.714613,-117.482912,2012-11-28T12:00:00",18,28/11/2012,Mostly cloudy throughout the day.
31392,31392,"33.714613,-117.482912,2012-11-29T12:00:00",18,29/11/2012,Light rain in the morning and overnight.
31393,31393,"33.714613,-117.482912,2012-11-30T12:00:00",18,30/11/2012,Light rain until evening.
31394,31394,"33.714613,-117.482912,2012-12-01T12:00:00",18,1/12/2012,Mostly cloudy throughout the day.
31395,31395,"33.714613,-117.482912,2012-12-02T12:00:00",18,2/12/2012,Light rain in the afternoon and overnight.
31396,31396,"33.714613,-117.482912,2012-12-03T12:00:00",18,3/12/2012,Light rain in the morning.
31397,31397,"33.714613,-117.482912,2012-12-04T12:00:00",18,4/12/2012,Partly cloudy throughout the day.
31398,31398,"33.714613,-117.482912,2012-12-05T12:00:00",18,5/12/2012,Mostly cloudy throughout the day.
31399,31399,"33.714613,-117.482912,2012-12-06T12:00:00",18,6/12/2012,Mostly cloudy throughout the day.
31400,31400,"33.714613,-117.482912,2012-12-07T12:00:00",18,7/12/2012,Partly cloudy until afternoon.
31401,31401,"33.714613,-117.482912,2012-12-08T12:00:00",18,8/12/2012,Foggy overnight.
31402,31402,"33.714613,-117.482912,2012-12-09T12:00:00",18,9/12/2012,Partly cloudy until afternoon.
31403,31403,"33.714613,-117.482912,2012-12-10T12:00:00",18,10/12/2012,Clear throughout the day.
31404,31404,"33.714613,-117.482912,2012-12-11T12:00:00",18,11/12/2012,Partly cloudy overnight.
31405,31405,"33.714613,-117.482912,2012-12-12T12:00:00",18,12/12/2012,Rain starting in the evening.
31406,31406,"33.714613,-117.482912,2012-12-13T12:00:00",18,13/12/2012,Rain in the morning and afternoon.
31407,31407,"33.714613,-117.482912,2012-12-14T12:00:00",18,14/12/2012,Light rain overnight.
31408,31408,"33.714613,-117.482912,2012-12-15T12:00:00",18,15/12/2012,Mostly cloudy throughout the day.
31409,31409,"33.714613,-117.482912,2012-12-16T12:00:00",18,16/12/2012,Overcast throughout the day.
31410,31410,"33.714613,-117.482912,2012-12-17T12:00:00",18,17/12/2012,Mostly cloudy throughout the day.
31411,31411,"33.714613,-117.482912,2012-12-18T12:00:00",18,18/12/2012,Light rain until afternoon.
31412,31412,"33.714613,-117.482912,2012-12-19T12:00:00",18,19/12/2012,Clear throughout the day.
31413,31413,"33.714613,-117.482912,2012-12-20T12:00:00",18,20/12/2012,Clear throughout the day.
31414,31414,"33.714613,-117.482912,2012-12-21T12:00:00",18,21/12/2012,"Partly cloudy starting in the afternoon, continuing until evening."
31415,31415,"33.714613,-117.482912,2012-12-22T12:00:00",18,22/12/2012,Mostly cloudy starting in the afternoon.
31416,31416,"33.714613,-117.482912,2012-12-23T12:00:00",18,23/12/2012,Mostly cloudy throughout the day.
31417,31417,"33.714613,-117.482912,2012-12-24T12:00:00",18,24/12/2012,Rain in the morning.
31418,31418,"33.714613,-117.482912,2012-12-25T12:00:00",18,25/12/2012,Partly cloudy throughout the day.
31419,31419,"33.714613,-117.482912,2012-12-26T12:00:00",18,26/12/2012,Light rain in the morning.
31420,31420,"33.714613,-117.482912,2012-12-27T12:00:00",18,27/12/2012,Partly cloudy until afternoon.
31421,31421,"33.714613,-117.482912,2012-12-28T12:00:00",18,28/12/2012,Partly cloudy starting in the afternoon.
31422,31422,"33.714613,-117.482912,2012-12-29T12:00:00",18,29/12/2012,Light rain until evening.
31423,31423,"33.714613,-117.482912,2012-12-30T12:00:00",18,30/12/2012,Light rain in the afternoon.
31424,31424,"33.714613,-117.482912,2012-12-31T12:00:00",18,31/12/2012,Partly cloudy until evening.
31425,31425,"33.714613,-117.482912,2013-01-01T12:00:00",18,1/1/2013,Partly cloudy until evening.
31426,31426,"33.714613,-117.482912,2013-01-02T12:00:00",18,2/1/2013,Clear throughout the day.
31427,31427,"33.714613,-117.482912,2013-01-03T12:00:00",18,3/1/2013,Clear throughout the day.
31428,31428,"33.714613,-117.482912,2013-01-04T12:00:00",18,4/1/2013,Clear throughout the day.
31429,31429,"33.714613,-117.482912,2013-01-05T12:00:00",18,5/1/2013,"Partly cloudy starting in the afternoon, continuing until evening."
31430,31430,"33.714613,-117.482912,2013-01-06T12:00:00",18,6/1/2013,Light rain in the morning and evening.
31431,31431,"33.714613,-117.482912,2013-01-07T12:00:00",18,7/1/2013,Partly cloudy in the afternoon.
31432,31432,"33.714613,-117.482912,2013-01-08T12:00:00",18,8/1/2013,Clear throughout the day.
31433,31433,"33.714613,-117.482912,2013-01-09T12:00:00",18,9/1/2013,Mostly cloudy throughout the day.
31434,31434,"33.714613,-117.482912,2013-01-10T12:00:00",18,10/1/2013,Light rain in the morning.
31435,31435,"33.714613,-117.482912,2013-01-11T12:00:00",18,11/1/2013,Partly cloudy in the evening.
31436,31436,"33.714613,-117.482912,2013-01-12T12:00:00",18,12/1/2013,Clear throughout the day.
31437,31437,"33.714613,-117.482912,2013-01-13T12:00:00",18,13/1/2013,"Partly cloudy starting in the afternoon, continuing until evening."
31438,31438,"33.714613,-117.482912,2013-01-14T12:00:00",18,14/1/2013,Clear throughout the day.
31439,31439,"33.714613,-117.482912,2013-01-15T12:00:00",18,15/1/2013,Clear throughout the day.
31440,31440,"33.714613,-117.482912,2013-01-16T12:00:00",18,16/1/2013,Clear throughout the day.
31441,31441,"33.714613,-117.482912,2013-01-17T12:00:00",18,17/1/2013,Clear throughout the day.
31442,31442,"33.714613,-117.482912,2013-01-18T12:00:00",18,18/1/2013,Clear throughout the day.
31443,31443,"33.714613,-117.482912,2013-01-19T12:00:00",18,19/1/2013,Clear throughout the day.
31444,31444,"33.714613,-117.482912,2013-01-20T12:00:00",18,20/1/2013,Clear throughout the day.
31445,31445,"33.714613,-117.482912,2013-01-21T12:00:00",18,21/1/2013,Clear throughout the day.
31446,31446,"33.714613,-117.482912,2013-01-22T12:00:00",18,22/1/2013,"Partly cloudy starting in the afternoon, continuing until evening."
31447,31447,"33.714613,-117.482912,2013-01-23T12:00:00",18,23/1/2013,Light rain overnight.
31448,31448,"33.714613,-117.482912,2013-01-24T12:00:00",18,24/1/2013,Light rain in the morning and overnight.
31449,31449,"33.714613,-117.482912,2013-01-25T12:00:00",18,25/1/2013,Light rain in the morning and afternoon.
31450,31450,"33.714613,-117.482912,2013-01-26T12:00:00",18,26/1/2013,Light rain in the morning and afternoon.
31451,31451,"33.714613,-117.482912,2013-01-27T12:00:00",18,27/1/2013,Mostly cloudy throughout the day.
31452,31452,"33.714613,-117.482912,2013-01-28T12:00:00",18,28/1/2013,"Partly cloudy starting in the afternoon, continuing until evening."
31453,31453,"33.714613,-117.482912,2013-01-29T12:00:00",18,29/1/2013,Partly cloudy until evening.
31454,31454,"33.714613,-117.482912,2013-01-30T12:00:00",18,30/1/2013,Partly cloudy in the morning.
31455,31455,"33.714613,-117.482912,2013-01-31T12:00:00",18,31/1/2013,Clear throughout the day.
31456,31456,"33.714613,-117.482912,2013-02-01T12:00:00",18,1/2/2013,Partly cloudy in the morning.
31457,31457,"33.714613,-117.482912,2013-02-02T12:00:00",18,2/2/2013,Mostly cloudy throughout the day.
31458,31458,"33.714613,-117.482912,2013-02-03T12:00:00",18,3/2/2013,"Partly cloudy starting in the afternoon, continuing until evening."
31459,31459,"33.714613,-117.482912,2013-02-04T12:00:00",18,4/2/2013,Mostly cloudy starting in the evening.
31460,31460,"33.714613,-117.482912,2013-02-05T12:00:00",18,5/2/2013,Mostly cloudy throughout the day.
31461,31461,"33.714613,-117.482912,2013-02-06T12:00:00",18,6/2/2013,Mostly cloudy until afternoon.
31462,31462,"33.714613,-117.482912,2013-02-07T12:00:00",18,7/2/2013,Light rain overnight.
31463,31463,"33.714613,-117.482912,2013-02-08T12:00:00",18,8/2/2013,"Rain until afternoon, starting again in the evening."
31464,31464,"33.714613,-117.482912,2013-02-09T12:00:00",18,9/2/2013,Partly cloudy throughout the day.
31465,31465,"33.714613,-117.482912,2013-02-10T12:00:00",18,10/2/2013,Mostly cloudy throughout the day.
31466,31466,"33.714613,-117.482912,2013-02-11T12:00:00",18,11/2/2013,Partly cloudy in the morning.
31467,31467,"33.714613,-117.482912,2013-02-12T12:00:00",18,12/2/2013,Clear throughout the day.
31468,31468,"33.714613,-117.482912,2013-02-13T12:00:00",18,13/2/2013,Clear throughout the day.
31469,31469,"33.714613,-117.482912,2013-02-14T12:00:00",18,14/2/2013,Clear throughout the day.
31470,31470,"33.714613,-117.482912,2013-02-15T12:00:00",18,15/2/2013,Partly cloudy until evening.
31471,31471,"33.714613,-117.482912,2013-02-16T12:00:00",18,16/2/2013,Partly cloudy until afternoon.
31472,31472,"33.714613,-117.482912,2013-02-17T12:00:00",18,17/2/2013,Mostly cloudy starting in the evening.
31473,31473,"33.714613,-117.482912,2013-02-18T12:00:00",18,18/2/2013,Mostly cloudy throughout the day.
31474,31474,"33.714613,-117.482912,2013-02-19T12:00:00",18,19/2/2013,Rain in the afternoon and evening.
31475,31475,"33.714613,-117.482912,2013-02-20T12:00:00",18,20/2/2013,Partly cloudy until afternoon.
31476,31476,"33.714613,-117.482912,2013-02-21T12:00:00",18,21/2/2013,Partly cloudy until evening.
31477,31477,"33.714613,-117.482912,2013-02-22T12:00:00",18,22/2/2013,Clear throughout the day.
31478,31478,"33.714613,-117.482912,2013-02-23T12:00:00",18,23/2/2013,Clear throughout the day.
31479,31479,"33.714613,-117.482912,2013-02-24T12:00:00",18,24/2/2013,Clear throughout the day.
31480,31480,"33.714613,-117.482912,2013-02-25T12:00:00",18,25/2/2013,Clear throughout the day.
31481,31481,"33.714613,-117.482912,2013-02-26T12:00:00",18,26/2/2013,Clear throughout the day.
31482,31482,"33.714613,-117.482912,2013-02-27T12:00:00",18,27/2/2013,Clear throughout the day.
31483,31483,"33.714613,-117.482912,2013-02-28T12:00:00",18,28/2/2013,Dry throughout the day.
31484,31484,"33.714613,-117.482912,2013-03-01T12:00:00",18,1/3/2013,Dry throughout the day.
31485,31485,"33.714613,-117.482912,2013-03-02T12:00:00",18,2/3/2013,"Partly cloudy starting in the afternoon, continuing until evening."
31486,31486,"33.714613,-117.482912,2013-03-03T12:00:00",18,3/3/2013,Mostly cloudy throughout the day.
31487,31487,"33.714613,-117.482912,2013-03-04T12:00:00",18,4/3/2013,Mostly cloudy until afternoon.
31488,31488,"33.714613,-117.482912,2013-03-05T12:00:00",18,5/3/2013,Mostly cloudy throughout the day.
31489,31489,"33.714613,-117.482912,2013-03-06T12:00:00",18,6/3/2013,Mostly cloudy throughout the day.
31490,31490,"33.714613,-117.482912,2013-03-07T12:00:00",18,7/3/2013,Rain in the morning and overnight.
31491,31491,"33.714613,-117.482912,2013-03-08T12:00:00",18,8/3/2013,"Rain until afternoon, starting again overnight."
31492,31492,"33.714613,-117.482912,2013-03-09T12:00:00",18,9/3/2013,Partly cloudy until afternoon.
31493,31493,"33.714613,-117.482912,2013-03-10T12:00:00",18,10/3/2013,Clear throughout the day.
31494,31494,"33.714613,-117.482912,2013-03-11T12:00:00",18,11/3/2013,Clear throughout the day.
31495,31495,"33.714613,-117.482912,2013-03-12T12:00:00",18,12/3/2013,Clear throughout the day.
31496,31496,"33.714613,-117.482912,2013-03-13T12:00:00",18,13/3/2013,Clear throughout the day.
31497,31497,"33.714613,-117.482912,2013-03-14T12:00:00",18,14/3/2013,Partly cloudy starting in the afternoon.
31498,31498,"33.714613,-117.482912,2013-03-15T12:00:00",18,15/3/2013,Partly cloudy throughout the day.
31499,31499,"33.714613,-117.482912,2013-03-16T12:00:00",18,16/3/2013,Mostly cloudy in the morning.
31500,31500,"33.714613,-117.482912,2013-03-17T12:00:00",18,17/3/2013,Mostly cloudy in the morning.
31501,31501,"33.714613,-117.482912,2013-03-18T12:00:00",18,18/3/2013,Mostly cloudy until evening.
31502,31502,"33.714613,-117.482912,2013-03-19T12:00:00",18,19/3/2013,Mostly cloudy throughout the day.
31503,31503,"33.714613,-117.482912,2013-03-20T12:00:00",18,20/3/2013,Partly cloudy throughout the day.
31504,31504,"33.714613,-117.482912,2013-03-21T12:00:00",18,21/3/2013,Partly cloudy until afternoon.
31505,31505,"33.714613,-117.482912,2013-03-22T12:00:00",18,22/3/2013,Mostly cloudy in the morning.
31506,31506,"33.714613,-117.482912,2013-03-23T12:00:00",18,23/3/2013,Partly cloudy starting in the evening.
31507,31507,"33.714613,-117.482912,2013-03-24T12:00:00",18,24/3/2013,Partly cloudy in the morning.
31508,31508,"33.714613,-117.482912,2013-03-25T12:00:00",18,25/3/2013,Partly cloudy throughout the day.
31509,31509,"33.714613,-117.482912,2013-03-26T12:00:00",18,26/3/2013,Partly cloudy throughout the day.
31510,31510,"33.714613,-117.482912,2013-03-27T12:00:00",18,27/3/2013,Mostly cloudy until afternoon.
31511,31511,"33.714613,-117.482912,2013-03-28T12:00:00",18,28/3/2013,Partly cloudy until afternoon.
31512,31512,"33.714613,-117.482912,2013-03-29T12:00:00",18,29/3/2013,Partly cloudy throughout the day.
31513,31513,"33.714613,-117.482912,2013-03-30T12:00:00",18,30/3/2013,Mostly cloudy in the morning.
31514,31514,"33.714613,-117.482912,2013-03-31T12:00:00",18,31/3/2013,Mostly cloudy throughout the day.
31515,31515,"33.714613,-117.482912,2013-04-01T12:00:00",18,1/4/2013,Mostly cloudy throughout the day.
31516,31516,"33.714613,-117.482912,2013-04-02T12:00:00",18,2/4/2013,Partly cloudy in the morning.
31517,31517,"33.714613,-117.482912,2013-04-03T12:00:00",18,3/4/2013,Partly cloudy starting in the evening.
31518,31518,"33.714613,-117.482912,2013-04-04T12:00:00",18,4/4/2013,Mostly cloudy throughout the day.
31519,31519,"33.714613,-117.482912,2013-04-05T12:00:00",18,5/4/2013,Mostly cloudy throughout the day.
31520,31520,"33.714613,-117.482912,2013-04-06T12:00:00",18,6/4/2013,Mostly cloudy until afternoon.
31521,31521,"33.714613,-117.482912,2013-04-07T12:00:00",18,7/4/2013,Partly cloudy until afternoon.
31522,31522,"33.714613,-117.482912,2013-04-08T12:00:00",18,8/4/2013,Partly cloudy until evening.
31523,31523,"33.714613,-117.482912,2013-04-09T12:00:00",18,9/4/2013,Clear throughout the day.
31524,31524,"33.714613,-117.482912,2013-04-10T12:00:00",18,10/4/2013,Dry throughout the day.
31525,31525,"33.714613,-117.482912,2013-04-11T12:00:00",18,11/4/2013,Partly cloudy in the evening.
31526,31526,"33.714613,-117.482912,2013-04-12T12:00:00",18,12/4/2013,Mostly cloudy in the morning.
31527,31527,"33.714613,-117.482912,2013-04-13T12:00:00",18,13/4/2013,Mostly cloudy throughout the day.
31528,31528,"33.714613,-117.482912,2013-04-14T12:00:00",18,14/4/2013,Overcast throughout the day.
31529,31529,"33.714613,-117.482912,2013-04-15T12:00:00",18,15/4/2013,Mostly cloudy throughout the day.
31530,31530,"33.714613,-117.482912,2013-04-16T12:00:00",18,16/4/2013,Partly cloudy until afternoon.
31531,31531,"33.714613,-117.482912,2013-04-17T12:00:00",18,17/4/2013,Dry throughout the day.
31532,31532,"33.714613,-117.482912,2013-04-18T12:00:00",18,18/4/2013,Dry throughout the day.
31533,31533,"33.714613,-117.482912,2013-04-19T12:00:00",18,19/4/2013,Dry throughout the day.
31534,31534,"33.714613,-117.482912,2013-04-20T12:00:00",18,20/4/2013,Dry throughout the day.
31535,31535,"33.714613,-117.482912,2013-04-21T12:00:00",18,21/4/2013,"Partly cloudy starting in the afternoon, continuing until evening."
31536,31536,"33.714613,-117.482912,2013-04-22T12:00:00",18,22/4/2013,Partly cloudy throughout the day.
31537,31537,"33.714613,-117.482912,2013-04-23T12:00:00",18,23/4/2013,Mostly cloudy throughout the day.
31538,31538,"33.714613,-117.482912,2013-04-24T12:00:00",18,24/4/2013,Overcast throughout the day.
31539,31539,"33.714613,-117.482912,2013-04-25T12:00:00",18,25/4/2013,Mostly cloudy throughout the day.
31540,31540,"33.714613,-117.482912,2013-04-26T12:00:00",18,26/4/2013,Partly cloudy starting in the afternoon.
31541,31541,"33.714613,-117.482912,2013-04-27T12:00:00",18,27/4/2013,Partly cloudy throughout the day.
31542,31542,"33.714613,-117.482912,2013-04-28T12:00:00",18,28/4/2013,Partly cloudy throughout the day.
31543,31543,"33.714613,-117.482912,2013-04-29T12:00:00",18,29/4/2013,Mostly cloudy throughout the day.
31544,31544,"33.714613,-117.482912,2013-04-30T12:00:00",18,30/4/2013,Mostly cloudy until evening.
31545,31545,"33.714613,-117.482912,2013-05-01T12:00:00",18,1/5/2013,Clear throughout the day.
31546,31546,"33.714613,-117.482912,2013-05-02T12:00:00",18,2/5/2013,Dry throughout the day.
31547,31547,"33.714613,-117.482912,2013-05-03T12:00:00",18,3/5/2013,Dry throughout the day.
31548,31548,"33.714613,-117.482912,2013-05-04T12:00:00",18,4/5/2013,Clear throughout the day.
31549,31549,"33.714613,-117.482912,2013-05-05T12:00:00",18,5/5/2013,Light rain overnight.
31550,31550,"33.714613,-117.482912,2013-05-06T12:00:00",18,6/5/2013,Light rain in the morning.
31551,31551,"33.714613,-117.482912,2013-05-07T12:00:00",18,7/5/2013,Light rain in the morning.
31552,31552,"33.714613,-117.482912,2013-05-08T12:00:00",18,8/5/2013,Clear throughout the day.
31553,31553,"33.714613,-117.482912,2013-05-09T12:00:00",18,9/5/2013,Clear throughout the day.
31554,31554,"33.714613,-117.482912,2013-05-10T12:00:00",18,10/5/2013,Clear throughout the day.
31555,31555,"33.714613,-117.482912,2013-05-11T12:00:00",18,11/5/2013,Clear throughout the day.
31556,31556,"33.714613,-117.482912,2013-05-12T12:00:00",18,12/5/2013,Clear throughout the day.
31557,31557,"33.714613,-117.482912,2013-05-13T12:00:00",18,13/5/2013,Dry throughout the day.
31558,31558,"33.714613,-117.482912,2013-05-14T12:00:00",18,14/5/2013,Clear throughout the day.
31559,31559,"33.714613,-117.482912,2013-05-15T12:00:00",18,15/5/2013,Clear throughout the day.
31560,31560,"33.714613,-117.482912,2013-05-16T12:00:00",18,16/5/2013,Partly cloudy until afternoon.
31561,31561,"33.714613,-117.482912,2013-05-17T12:00:00",18,17/5/2013,Partly cloudy in the afternoon.
31562,31562,"33.714613,-117.482912,2013-05-18T12:00:00",18,18/5/2013,Partly cloudy in the morning.
31563,31563,"33.714613,-117.482912,2013-05-19T12:00:00",18,19/5/2013,Clear throughout the day.
31564,31564,"33.714613,-117.482912,2013-05-20T12:00:00",18,20/5/2013,Clear throughout the day.
31565,31565,"33.714613,-117.482912,2013-05-21T12:00:00",18,21/5/2013,Clear throughout the day.
31566,31566,"33.714613,-117.482912,2013-05-22T12:00:00",18,22/5/2013,Clear throughout the day.
31567,31567,"33.714613,-117.482912,2013-05-23T12:00:00",18,23/5/2013,Partly cloudy until afternoon.
31568,31568,"33.714613,-117.482912,2013-05-24T12:00:00",18,24/5/2013,Clear throughout the day.
31569,31569,"33.714613,-117.482912,2013-05-25T12:00:00",18,25/5/2013,Partly cloudy in the morning.
31570,31570,"33.714613,-117.482912,2013-05-26T12:00:00",18,26/5/2013,Partly cloudy in the morning.
31571,31571,"33.714613,-117.482912,2013-05-27T12:00:00",18,27/5/2013,Clear throughout the day.
31572,31572,"33.714613,-117.482912,2013-05-28T12:00:00",18,28/5/2013,Partly cloudy until evening.
31573,31573,"33.714613,-117.482912,2013-05-29T12:00:00",18,29/5/2013,Clear throughout the day.
31574,31574,"33.714613,-117.482912,2013-05-30T12:00:00",18,30/5/2013,Partly cloudy until afternoon.
31575,31575,"33.714613,-117.482912,2013-05-31T12:00:00",18,31/5/2013,Clear throughout the day.
31576,31576,"33.714613,-117.482912,2013-06-01T12:00:00",18,1/6/2013,Clear throughout the day.
31577,31577,"33.714613,-117.482912,2013-06-02T12:00:00",18,2/6/2013,Clear throughout the day.
31578,31578,"33.714613,-117.482912,2013-06-03T12:00:00",18,3/6/2013,Clear throughout the day.
31579,31579,"33.714613,-117.482912,2013-06-04T12:00:00",18,4/6/2013,Clear throughout the day.
31580,31580,"33.714613,-117.482912,2013-06-05T12:00:00",18,5/6/2013,Clear throughout the day.
31581,31581,"33.714613,-117.482912,2013-06-06T12:00:00",18,6/6/2013,Clear throughout the day.
31582,31582,"33.714613,-117.482912,2013-06-07T12:00:00",18,7/6/2013,Partly cloudy in the morning.
31583,31583,"33.714613,-117.482912,2013-06-08T12:00:00",18,8/6/2013,Clear throughout the day.
31584,31584,"33.714613,-117.482912,2013-06-09T12:00:00",18,9/6/2013,Partly cloudy in the morning.
31585,31585,"33.714613,-117.482912,2013-06-10T12:00:00",18,10/6/2013,Clear throughout the day.
31586,31586,"33.714613,-117.482912,2013-06-11T12:00:00",18,11/6/2013,Clear throughout the day.
31587,31587,"33.714613,-117.482912,2013-06-12T12:00:00",18,12/6/2013,Partly cloudy overnight.
31588,31588,"33.714613,-117.482912,2013-06-13T12:00:00",18,13/6/2013,Clear throughout the day.
31589,31589,"33.714613,-117.482912,2013-06-14T12:00:00",18,14/6/2013,Clear throughout the day.
31590,31590,"33.714613,-117.482912,2013-06-15T12:00:00",18,15/6/2013,Clear throughout the day.
31591,31591,"33.714613,-117.482912,2013-06-16T12:00:00",18,16/6/2013,Clear throughout the day.
31592,31592,"33.714613,-117.482912,2013-06-17T12:00:00",18,17/6/2013,Clear throughout the day.
31593,31593,"33.714613,-117.482912,2013-06-18T12:00:00",18,18/6/2013,Clear throughout the day.
31594,31594,"33.714613,-117.482912,2013-06-19T12:00:00",18,19/6/2013,Clear throughout the day.
31595,31595,"33.714613,-117.482912,2013-06-20T12:00:00",18,20/6/2013,Clear throughout the day.
31596,31596,"33.714613,-117.482912,2013-06-21T12:00:00",18,21/6/2013,Clear throughout the day.
31597,31597,"33.714613,-117.482912,2013-06-22T12:00:00",18,22/6/2013,Clear throughout the day.
31598,31598,"33.714613,-117.482912,2013-06-23T12:00:00",18,23/6/2013,Partly cloudy in the morning.
31599,31599,"33.714613,-117.482912,2013-06-24T12:00:00",18,24/6/2013,Clear throughout the day.
31600,31600,"33.714613,-117.482912,2013-06-25T12:00:00",18,25/6/2013,Clear throughout the day.
31601,31601,"33.714613,-117.482912,2013-06-26T12:00:00",18,26/6/2013,Clear throughout the day.
31602,31602,"33.714613,-117.482912,2013-06-27T12:00:00",18,27/6/2013,Clear throughout the day.
31603,31603,"33.714613,-117.482912,2013-06-28T12:00:00",18,28/6/2013,Clear throughout the day.
31604,31604,"33.714613,-117.482912,2013-06-29T12:00:00",18,29/6/2013,Clear throughout the day.
31605,31605,"33.714613,-117.482912,2013-06-30T12:00:00",18,30/6/2013,Clear throughout the day.
31606,31606,"33.714613,-117.482912,2013-07-01T12:00:00",18,1/7/2013,Clear throughout the day.
31607,31607,"33.714613,-117.482912,2013-07-02T12:00:00",18,2/7/2013,Clear throughout the day.
31608,31608,"33.714613,-117.482912,2013-07-03T12:00:00",18,3/7/2013,Clear throughout the day.
31609,31609,"33.714613,-117.482912,2013-07-04T12:00:00",18,4/7/2013,Clear throughout the day.
31610,31610,"33.714613,-117.482912,2013-07-05T12:00:00",18,5/7/2013,Partly cloudy in the afternoon.
31611,31611,"33.714613,-117.482912,2013-07-06T12:00:00",18,6/7/2013,Partly cloudy in the morning.
31612,31612,"33.714613,-117.482912,2013-07-07T12:00:00",18,7/7/2013,Partly cloudy until afternoon.
31613,31613,"33.714613,-117.482912,2013-07-08T12:00:00",18,8/7/2013,Partly cloudy until evening.
31614,31614,"33.714613,-117.482912,2013-07-09T12:00:00",18,9/7/2013,Partly cloudy until evening.
31615,31615,"33.714613,-117.482912,2013-07-10T12:00:00",18,10/7/2013,Partly cloudy throughout the day.
31616,31616,"33.714613,-117.482912,2013-07-11T12:00:00",18,11/7/2013,Partly cloudy in the morning.
31617,31617,"33.714613,-117.482912,2013-07-12T12:00:00",18,12/7/2013,Partly cloudy throughout the day.
31618,31618,"33.714613,-117.482912,2013-07-13T12:00:00",18,13/7/2013,Partly cloudy until evening.
31619,31619,"33.714613,-117.482912,2013-07-14T12:00:00",18,14/7/2013,Partly cloudy until evening.
31620,31620,"33.714613,-117.482912,2013-07-15T12:00:00",18,15/7/2013,Partly cloudy until afternoon.
31621,31621,"33.714613,-117.482912,2013-07-16T12:00:00",18,16/7/2013,Partly cloudy until evening.
31622,31622,"33.714613,-117.482912,2013-07-17T12:00:00",18,17/7/2013,Partly cloudy until afternoon and dry throughout the day.
31623,31623,"33.714613,-117.482912,2013-07-18T12:00:00",18,18/7/2013,Clear throughout the day.
31624,31624,"33.714613,-117.482912,2013-07-19T12:00:00",18,19/7/2013,Clear throughout the day.
31625,31625,"33.714613,-117.482912,2013-07-20T12:00:00",18,20/7/2013,Partly cloudy in the morning.
31626,31626,"33.714613,-117.482912,2013-07-21T12:00:00",18,21/7/2013,Partly cloudy until afternoon.
31627,31627,"33.714613,-117.482912,2013-07-22T12:00:00",18,22/7/2013,Clear throughout the day.
31628,31628,"33.714613,-117.482912,2013-07-23T12:00:00",18,23/7/2013,Clear throughout the day.
31629,31629,"33.714613,-117.482912,2013-07-24T12:00:00",18,24/7/2013,Clear throughout the day.
31630,31630,"33.714613,-117.482912,2013-07-25T12:00:00",18,25/7/2013,Clear throughout the day.
31631,31631,"33.714613,-117.482912,2013-07-26T12:00:00",18,26/7/2013,Partly cloudy in the morning.
31632,31632,"33.714613,-117.482912,2013-07-27T12:00:00",18,27/7/2013,Clear throughout the day.
31633,31633,"33.714613,-117.482912,2013-07-28T12:00:00",18,28/7/2013,Mostly cloudy in the morning.
31634,31634,"33.714613,-117.482912,2013-07-29T12:00:00",18,29/7/2013,Mostly cloudy in the morning.
31635,31635,"33.714613,-117.482912,2013-07-30T12:00:00",18,30/7/2013,Clear throughout the day.
31636,31636,"33.714613,-117.482912,2013-07-31T12:00:00",18,31/7/2013,Partly cloudy in the morning.
31637,31637,"33.714613,-117.482912,2013-08-01T12:00:00",18,1/8/2013,Clear throughout the day.
31638,31638,"33.714613,-117.482912,2013-08-02T12:00:00",18,2/8/2013,Clear throughout the day.
31639,31639,"33.714613,-117.482912,2013-08-03T12:00:00",18,3/8/2013,Clear throughout the day.
31640,31640,"33.714613,-117.482912,2013-08-04T12:00:00",18,4/8/2013,Clear throughout the day.
31641,31641,"33.714613,-117.482912,2013-08-05T12:00:00",18,5/8/2013,Clear throughout the day.
