,index,latlngtime,areacode,tggl,weather
20000,20000,"33.829637,-117.275557,2016-09-26T12:00:00",11,26/9/2016,Dry throughout the day.
20001,20001,"33.829637,-117.275557,2016-09-27T12:00:00",11,27/9/2016,Clear throughout the day.
20002,20002,"33.829637,-117.275557,2016-09-28T12:00:00",11,28/9/2016,Clear throughout the day.
20003,20003,"33.829637,-117.275557,2016-09-29T12:00:00",11,29/9/2016,Clear throughout the day.
20004,20004,"33.829637,-117.275557,2016-09-30T12:00:00",11,30/9/2016,Clear throughout the day.
20005,20005,"33.829637,-117.275557,2016-10-01T12:00:00",11,1/10/2016,Clear throughout the day.
20006,20006,"33.829637,-117.275557,2016-10-02T12:00:00",11,2/10/2016,Partly cloudy overnight.
20007,20007,"33.829637,-117.275557,2016-10-03T12:00:00",11,3/10/2016,Partly cloudy in the morning.
20008,20008,"33.829637,-117.275557,2016-10-04T12:00:00",11,4/10/2016,Clear throughout the day.
20009,20009,"33.829637,-117.275557,2016-10-05T12:00:00",11,5/10/2016,Partly cloudy in the morning.
20010,20010,"33.829637,-117.275557,2016-10-06T12:00:00",11,6/10/2016,Clear throughout the day.
20011,20011,"33.829637,-117.275557,2016-10-07T12:00:00",11,7/10/2016,Clear throughout the day.
20012,20012,"33.829637,-117.275557,2016-10-08T12:00:00",11,8/10/2016,Clear throughout the day.
20013,20013,"33.829637,-117.275557,2016-10-09T12:00:00",11,9/10/2016,Clear throughout the day.
20014,20014,"33.829637,-117.275557,2016-10-10T12:00:00",11,10/10/2016,Clear throughout the day.
20015,20015,"33.829637,-117.275557,2016-10-11T12:00:00",11,11/10/2016,Clear throughout the day.
20016,20016,"33.829637,-117.275557,2016-10-12T12:00:00",11,12/10/2016,Clear throughout the day.
20017,20017,"33.829637,-117.275557,2016-10-13T12:00:00",11,13/10/2016,Clear throughout the day.
20018,20018,"33.829637,-117.275557,2016-10-14T12:00:00",11,14/10/2016,Clear throughout the day.
20019,20019,"33.829637,-117.275557,2016-10-15T12:00:00",11,15/10/2016,Clear throughout the day.
20020,20020,"33.829637,-117.275557,2016-10-16T12:00:00",11,16/10/2016,Partly cloudy until afternoon.
20021,20021,"33.829637,-117.275557,2016-10-17T12:00:00",11,17/10/2016,Light rain in the morning.
20022,20022,"33.829637,-117.275557,2016-10-18T12:00:00",11,18/10/2016,Clear throughout the day.
20023,20023,"33.829637,-117.275557,2016-10-19T12:00:00",11,19/10/2016,Clear throughout the day.
20024,20024,"33.829637,-117.275557,2016-10-20T12:00:00",11,20/10/2016,Dry throughout the day.
20025,20025,"33.829637,-117.275557,2016-10-21T12:00:00",11,21/10/2016,Clear throughout the day.
20026,20026,"33.829637,-117.275557,2016-10-22T12:00:00",11,22/10/2016,Clear throughout the day.
20027,20027,"33.829637,-117.275557,2016-10-23T12:00:00",11,23/10/2016,Light rain in the afternoon and overnight.
20028,20028,"33.829637,-117.275557,2016-10-24T12:00:00",11,24/10/2016,Light rain in the morning and afternoon.
20029,20029,"33.829637,-117.275557,2016-10-25T12:00:00",11,25/10/2016,Clear throughout the day.
20030,20030,"33.829637,-117.275557,2016-10-26T12:00:00",11,26/10/2016,Clear throughout the day.
20031,20031,"33.829637,-117.275557,2016-10-27T12:00:00",11,27/10/2016,Clear throughout the day.
20032,20032,"33.829637,-117.275557,2016-10-28T12:00:00",11,28/10/2016,Partly cloudy until afternoon.
20033,20033,"33.829637,-117.275557,2016-10-29T12:00:00",11,29/10/2016,Clear throughout the day.
20034,20034,"33.829637,-117.275557,2016-10-30T12:00:00",11,30/10/2016,Partly cloudy in the morning.
20035,20035,"33.829637,-117.275557,2016-10-31T12:00:00",11,31/10/2016,Clear throughout the day.
20036,20036,"33.829637,-117.275557,2016-11-01T12:00:00",11,1/11/2016,Partly cloudy until afternoon.
20037,20037,"33.829637,-117.275557,2016-11-02T12:00:00",11,2/11/2016,Clear throughout the day.
20038,20038,"33.829637,-117.275557,2016-11-03T12:00:00",11,3/11/2016,Clear throughout the day.
20039,20039,"33.829637,-117.275557,2016-11-04T12:00:00",11,4/11/2016,Clear throughout the day.
20040,20040,"33.829637,-117.275557,2016-11-05T12:00:00",11,5/11/2016,Clear throughout the day.
20041,20041,"33.829637,-117.275557,2016-11-06T12:00:00",11,6/11/2016,Clear throughout the day.
20042,20042,"33.829637,-117.275557,2016-11-07T12:00:00",11,7/11/2016,Clear throughout the day.
20043,20043,"33.829637,-117.275557,2016-11-08T12:00:00",11,8/11/2016,Clear throughout the day.
20044,20044,"33.829637,-117.275557,2016-11-09T12:00:00",11,9/11/2016,Clear throughout the day.
20045,20045,"33.829637,-117.275557,2016-11-10T12:00:00",11,10/11/2016,Partly cloudy starting in the afternoon.
20046,20046,"33.829637,-117.275557,2016-11-11T12:00:00",11,11/11/2016,Partly cloudy until afternoon.
20047,20047,"33.829637,-117.275557,2016-11-12T12:00:00",11,12/11/2016,Clear throughout the day.
20048,20048,"33.829637,-117.275557,2016-11-13T12:00:00",11,13/11/2016,Clear throughout the day.
20049,20049,"33.829637,-117.275557,2016-11-14T12:00:00",11,14/11/2016,Clear throughout the day.
20050,20050,"33.829637,-117.275557,2016-11-15T12:00:00",11,15/11/2016,Clear throughout the day.
20051,20051,"33.829637,-117.275557,2016-11-16T12:00:00",11,16/11/2016,Clear throughout the day.
20052,20052,"33.829637,-117.275557,2016-11-17T12:00:00",11,17/11/2016,Clear throughout the day.
20053,20053,"33.829637,-117.275557,2016-11-18T12:00:00",11,18/11/2016,Clear throughout the day.
20054,20054,"33.829637,-117.275557,2016-11-19T12:00:00",11,19/11/2016,Clear throughout the day.
20055,20055,"33.829637,-117.275557,2016-11-20T12:00:00",11,20/11/2016,Rain overnight.
20056,20056,"33.829637,-117.275557,2016-11-21T12:00:00",11,21/11/2016,Light rain in the morning.
20057,20057,"33.829637,-117.275557,2016-11-22T12:00:00",11,22/11/2016,Clear throughout the day.
20058,20058,"33.829637,-117.275557,2016-11-23T12:00:00",11,23/11/2016,Clear throughout the day.
20059,20059,"33.829637,-117.275557,2016-11-24T12:00:00",11,24/11/2016,Clear throughout the day.
20060,20060,"33.829637,-117.275557,2016-11-25T12:00:00",11,25/11/2016,Clear throughout the day.
20061,20061,"33.829637,-117.275557,2016-11-26T12:00:00",11,26/11/2016,Rain starting in the afternoon.
20062,20062,"33.829637,-117.275557,2016-11-27T12:00:00",11,27/11/2016,Light rain until afternoon.
20063,20063,"33.829637,-117.275557,2016-11-28T12:00:00",11,28/11/2016,Clear throughout the day.
20064,20064,"33.829637,-117.275557,2016-11-29T12:00:00",11,29/11/2016,Clear throughout the day.
20065,20065,"33.829637,-117.275557,2016-11-30T12:00:00",11,30/11/2016,Clear throughout the day.
20066,20066,"33.829637,-117.275557,2016-12-01T12:00:00",11,1/12/2016,Partly cloudy in the evening.
20067,20067,"33.829637,-117.275557,2016-12-02T12:00:00",11,2/12/2016,Breezy until afternoon.
20068,20068,"33.829637,-117.275557,2016-12-03T12:00:00",11,3/12/2016,Clear throughout the day.
20069,20069,"33.829637,-117.275557,2016-12-04T12:00:00",11,4/12/2016,Clear throughout the day.
20070,20070,"33.829637,-117.275557,2016-12-05T12:00:00",11,5/12/2016,Clear throughout the day.
20071,20071,"33.829637,-117.275557,2016-12-06T12:00:00",11,6/12/2016,Partly cloudy in the evening.
20072,20072,"33.829637,-117.275557,2016-12-07T12:00:00",11,7/12/2016,Clear throughout the day.
20073,20073,"33.829637,-117.275557,2016-12-08T12:00:00",11,8/12/2016,Clear throughout the day.
20074,20074,"33.829637,-117.275557,2016-12-09T12:00:00",11,9/12/2016,Clear throughout the day.
20075,20075,"33.829637,-117.275557,2016-12-10T12:00:00",11,10/12/2016,Clear throughout the day.
20076,20076,"33.829637,-117.275557,2016-12-11T12:00:00",11,11/12/2016,Clear throughout the day.
20077,20077,"33.829637,-117.275557,2016-12-12T12:00:00",11,12/12/2016,Partly cloudy overnight.
20078,20078,"33.829637,-117.275557,2016-12-13T12:00:00",11,13/12/2016,Clear throughout the day.
20079,20079,"33.829637,-117.275557,2016-12-14T12:00:00",11,14/12/2016,Clear throughout the day.
20080,20080,"33.829637,-117.275557,2016-12-15T12:00:00",11,15/12/2016,Rain starting in the evening.
20081,20081,"33.829637,-117.275557,2016-12-16T12:00:00",11,16/12/2016,Rain until afternoon.
20082,20082,"33.829637,-117.275557,2016-12-17T12:00:00",11,17/12/2016,Clear throughout the day.
20083,20083,"33.829637,-117.275557,2016-12-18T12:00:00",11,18/12/2016,Clear throughout the day.
20084,20084,"33.829637,-117.275557,2016-12-19T12:00:00",11,19/12/2016,Clear throughout the day.
20085,20085,"33.829637,-117.275557,2016-12-20T12:00:00",11,20/12/2016,Clear throughout the day.
20086,20086,"33.829637,-117.275557,2016-12-21T12:00:00",11,21/12/2016,"Rain until afternoon, starting again in the evening."
20087,20087,"33.829637,-117.275557,2016-12-22T12:00:00",11,22/12/2016,Rain until afternoon.
20088,20088,"33.829637,-117.275557,2016-12-23T12:00:00",11,23/12/2016,Rain starting in the evening.
20089,20089,"33.829637,-117.275557,2016-12-24T12:00:00",11,24/12/2016,Light rain in the morning.
20090,20090,"33.829637,-117.275557,2016-12-25T12:00:00",11,25/12/2016,Clear throughout the day.
20091,20091,"33.829637,-117.275557,2016-12-26T12:00:00",11,26/12/2016,Clear throughout the day.
20092,20092,"33.829637,-117.275557,2016-12-27T12:00:00",11,27/12/2016,Clear throughout the day.
20093,20093,"33.829637,-117.275557,2016-12-28T12:00:00",11,28/12/2016,Clear throughout the day.
20094,20094,"33.829637,-117.275557,2016-12-29T12:00:00",11,29/12/2016,Clear throughout the day.
20095,20095,"33.829637,-117.275557,2016-12-30T12:00:00",11,30/12/2016,Rain in the morning and afternoon.
20096,20096,"33.829637,-117.275557,2016-12-31T12:00:00",11,31/12/2016,Partly cloudy in the morning.
20097,20097,"33.860361,-117.889261,2012-01-01T12:00:00",12,1/1/2012,Clear throughout the day.
20098,20098,"33.860361,-117.889261,2012-01-02T12:00:00",12,2/1/2012,Partly cloudy in the morning.
20099,20099,"33.860361,-117.889261,2012-01-03T12:00:00",12,3/1/2012,Partly cloudy in the afternoon.
20100,20100,"33.860361,-117.889261,2012-01-04T12:00:00",12,4/1/2012,Clear throughout the day.
20101,20101,"33.860361,-117.889261,2012-01-05T12:00:00",12,5/1/2012,Clear throughout the day.
20102,20102,"33.860361,-117.889261,2012-01-06T12:00:00",12,6/1/2012,Mostly cloudy overnight.
20103,20103,"33.860361,-117.889261,2012-01-07T12:00:00",12,7/1/2012,Mostly cloudy in the morning.
20104,20104,"33.860361,-117.889261,2012-01-08T12:00:00",12,8/1/2012,Partly cloudy in the afternoon.
20105,20105,"33.860361,-117.889261,2012-01-09T12:00:00",12,9/1/2012,Clear throughout the day.
20106,20106,"33.860361,-117.889261,2012-01-10T12:00:00",12,10/1/2012,"Partly cloudy starting in the afternoon, continuing until evening."
20107,20107,"33.860361,-117.889261,2012-01-11T12:00:00",12,11/1/2012,Partly cloudy throughout the day.
20108,20108,"33.860361,-117.889261,2012-01-12T12:00:00",12,12/1/2012,Partly cloudy in the morning.
20109,20109,"33.860361,-117.889261,2012-01-13T12:00:00",12,13/1/2012,Clear throughout the day.
20110,20110,"33.860361,-117.889261,2012-01-14T12:00:00",12,14/1/2012,Partly cloudy until evening.
20111,20111,"33.860361,-117.889261,2012-01-15T12:00:00",12,15/1/2012,Mostly cloudy throughout the day.
20112,20112,"33.860361,-117.889261,2012-01-16T12:00:00",12,16/1/2012,Mostly cloudy throughout the day.
20113,20113,"33.860361,-117.889261,2012-01-17T12:00:00",12,17/1/2012,Partly cloudy in the morning.
20114,20114,"33.860361,-117.889261,2012-01-18T12:00:00",12,18/1/2012,Clear throughout the day.
20115,20115,"33.860361,-117.889261,2012-01-19T12:00:00",12,19/1/2012,"Partly cloudy starting in the afternoon, continuing until evening."
20116,20116,"33.860361,-117.889261,2012-01-20T12:00:00",12,20/1/2012,Mostly cloudy throughout the day.
20117,20117,"33.860361,-117.889261,2012-01-21T12:00:00",12,21/1/2012,Rain in the morning.
20118,20118,"33.860361,-117.889261,2012-01-22T12:00:00",12,22/1/2012,Mostly cloudy throughout the day.
20119,20119,"33.860361,-117.889261,2012-01-23T12:00:00",12,23/1/2012,Rain until afternoon.
20120,20120,"33.860361,-117.889261,2012-01-24T12:00:00",12,24/1/2012,Partly cloudy until evening.
20121,20121,"33.860361,-117.889261,2012-01-25T12:00:00",12,25/1/2012,Clear throughout the day.
20122,20122,"33.860361,-117.889261,2012-01-26T12:00:00",12,26/1/2012,Clear throughout the day.
20123,20123,"33.860361,-117.889261,2012-01-27T12:00:00",12,27/1/2012,Partly cloudy until afternoon.
20124,20124,"33.860361,-117.889261,2012-01-28T12:00:00",12,28/1/2012,Dry throughout the day.
20125,20125,"33.860361,-117.889261,2012-01-29T12:00:00",12,29/1/2012,Partly cloudy until afternoon.
20126,20126,"33.860361,-117.889261,2012-01-30T12:00:00",12,30/1/2012,Partly cloudy starting in the afternoon.
20127,20127,"33.860361,-117.889261,2012-01-31T12:00:00",12,31/1/2012,Partly cloudy until evening.
20128,20128,"33.860361,-117.889261,2012-02-01T12:00:00",12,1/2/2012,Partly cloudy in the morning.
20129,20129,"33.860361,-117.889261,2012-02-02T12:00:00",12,2/2/2012,Partly cloudy in the morning.
20130,20130,"33.860361,-117.889261,2012-02-03T12:00:00",12,3/2/2012,Clear throughout the day.
20131,20131,"33.860361,-117.889261,2012-02-04T12:00:00",12,4/2/2012,Clear throughout the day.
20132,20132,"33.860361,-117.889261,2012-02-05T12:00:00",12,5/2/2012,Clear throughout the day.
20133,20133,"33.860361,-117.889261,2012-02-06T12:00:00",12,6/2/2012,Partly cloudy until evening.
20134,20134,"33.860361,-117.889261,2012-02-07T12:00:00",12,7/2/2012,Mostly cloudy throughout the day.
20135,20135,"33.860361,-117.889261,2012-02-08T12:00:00",12,8/2/2012,Clear throughout the day.
20136,20136,"33.860361,-117.889261,2012-02-09T12:00:00",12,9/2/2012,Clear throughout the day.
20137,20137,"33.860361,-117.889261,2012-02-10T12:00:00",12,10/2/2012,Partly cloudy starting in the evening.
20138,20138,"33.860361,-117.889261,2012-02-11T12:00:00",12,11/2/2012,Mostly cloudy throughout the day.
20139,20139,"33.860361,-117.889261,2012-02-12T12:00:00",12,12/2/2012,Mostly cloudy throughout the day.
20140,20140,"33.860361,-117.889261,2012-02-13T12:00:00",12,13/2/2012,Mostly cloudy until evening.
20141,20141,"33.860361,-117.889261,2012-02-14T12:00:00",12,14/2/2012,Partly cloudy overnight.
20142,20142,"33.860361,-117.889261,2012-02-15T12:00:00",12,15/2/2012,"Rain starting in the afternoon, continuing until evening."
20143,20143,"33.860361,-117.889261,2012-02-16T12:00:00",12,16/2/2012,Clear throughout the day.
20144,20144,"33.860361,-117.889261,2012-02-17T12:00:00",12,17/2/2012,Partly cloudy in the morning.
20145,20145,"33.860361,-117.889261,2012-02-18T12:00:00",12,18/2/2012,Partly cloudy starting in the afternoon.
20146,20146,"33.860361,-117.889261,2012-02-19T12:00:00",12,19/2/2012,Partly cloudy throughout the day.
20147,20147,"33.860361,-117.889261,2012-02-20T12:00:00",12,20/2/2012,Mostly cloudy until afternoon.
20148,20148,"33.860361,-117.889261,2012-02-21T12:00:00",12,21/2/2012,Partly cloudy starting in the afternoon.
20149,20149,"33.860361,-117.889261,2012-02-22T12:00:00",12,22/2/2012,Partly cloudy in the morning.
20150,20150,"33.860361,-117.889261,2012-02-23T12:00:00",12,23/2/2012,Mostly cloudy starting in the evening.
20151,20151,"33.860361,-117.889261,2012-02-24T12:00:00",12,24/2/2012,Mostly cloudy starting in the evening.
20152,20152,"33.860361,-117.889261,2012-02-25T12:00:00",12,25/2/2012,Mostly cloudy in the morning.
20153,20153,"33.860361,-117.889261,2012-02-26T12:00:00",12,26/2/2012,Mostly cloudy throughout the day.
20154,20154,"33.860361,-117.889261,2012-02-27T12:00:00",12,27/2/2012,"Light rain starting in the afternoon, continuing until evening."
20155,20155,"33.860361,-117.889261,2012-02-28T12:00:00",12,28/2/2012,Partly cloudy until evening.
20156,20156,"33.860361,-117.889261,2012-02-29T12:00:00",12,29/2/2012,Partly cloudy throughout the day.
20157,20157,"33.860361,-117.889261,2012-03-01T12:00:00",12,1/3/2012,Partly cloudy until afternoon.
20158,20158,"33.860361,-117.889261,2012-03-02T12:00:00",12,2/3/2012,Dry throughout the day.
20159,20159,"33.860361,-117.889261,2012-03-03T12:00:00",12,3/3/2012,Dry throughout the day.
20160,20160,"33.860361,-117.889261,2012-03-04T12:00:00",12,4/3/2012,Dry throughout the day.
20161,20161,"33.860361,-117.889261,2012-03-05T12:00:00",12,5/3/2012,Partly cloudy throughout the day.
20162,20162,"33.860361,-117.889261,2012-03-06T12:00:00",12,6/3/2012,Mostly cloudy throughout the day.
20163,20163,"33.860361,-117.889261,2012-03-07T12:00:00",12,7/3/2012,Clear throughout the day.
20164,20164,"33.860361,-117.889261,2012-03-08T12:00:00",12,8/3/2012,Dry throughout the day.
20165,20165,"33.860361,-117.889261,2012-03-09T12:00:00",12,9/3/2012,Dry throughout the day.
20166,20166,"33.860361,-117.889261,2012-03-10T12:00:00",12,10/3/2012,Mostly cloudy overnight.
20167,20167,"33.860361,-117.889261,2012-03-11T12:00:00",12,11/3/2012,Mostly cloudy in the morning.
20168,20168,"33.860361,-117.889261,2012-03-12T12:00:00",12,12/3/2012,Mostly cloudy until afternoon.
20169,20169,"33.860361,-117.889261,2012-03-13T12:00:00",12,13/3/2012,Mostly cloudy until afternoon.
20170,20170,"33.860361,-117.889261,2012-03-14T12:00:00",12,14/3/2012,Mostly cloudy starting in the evening.
20171,20171,"33.860361,-117.889261,2012-03-15T12:00:00",12,15/3/2012,Mostly cloudy throughout the day.
20172,20172,"33.860361,-117.889261,2012-03-16T12:00:00",12,16/3/2012,Overcast throughout the day.
20173,20173,"33.860361,-117.889261,2012-03-17T12:00:00",12,17/3/2012,"Rain until evening, starting again overnight."
20174,20174,"33.860361,-117.889261,2012-03-18T12:00:00",12,18/3/2012,Light rain in the morning.
20175,20175,"33.860361,-117.889261,2012-03-19T12:00:00",12,19/3/2012,Partly cloudy in the morning.
20176,20176,"33.860361,-117.889261,2012-03-20T12:00:00",12,20/3/2012,"Partly cloudy starting in the afternoon, continuing until evening."
20177,20177,"33.860361,-117.889261,2012-03-21T12:00:00",12,21/3/2012,Clear throughout the day.
20178,20178,"33.860361,-117.889261,2012-03-22T12:00:00",12,22/3/2012,Mostly cloudy starting in the evening.
20179,20179,"33.860361,-117.889261,2012-03-23T12:00:00",12,23/3/2012,Mostly cloudy until evening.
20180,20180,"33.860361,-117.889261,2012-03-24T12:00:00",12,24/3/2012,Mostly cloudy throughout the day.
20181,20181,"33.860361,-117.889261,2012-03-25T12:00:00",12,25/3/2012,Rain starting in the afternoon.
20182,20182,"33.860361,-117.889261,2012-03-26T12:00:00",12,26/3/2012,Mostly cloudy until afternoon.
20183,20183,"33.860361,-117.889261,2012-03-27T12:00:00",12,27/3/2012,Partly cloudy until afternoon.
20184,20184,"33.860361,-117.889261,2012-03-28T12:00:00",12,28/3/2012,Partly cloudy throughout the day.
20185,20185,"33.860361,-117.889261,2012-03-29T12:00:00",12,29/3/2012,Mostly cloudy throughout the day.
20186,20186,"33.860361,-117.889261,2012-03-30T12:00:00",12,30/3/2012,Mostly cloudy throughout the day.
20187,20187,"33.860361,-117.889261,2012-03-31T12:00:00",12,31/3/2012,Drizzle starting in the evening.
20188,20188,"33.860361,-117.889261,2012-04-01T12:00:00",12,1/4/2012,Clear throughout the day.
20189,20189,"33.860361,-117.889261,2012-04-02T12:00:00",12,2/4/2012,Dry throughout the day and partly cloudy in the afternoon.
20190,20190,"33.860361,-117.889261,2012-04-03T12:00:00",12,3/4/2012,Partly cloudy in the afternoon.
20191,20191,"33.860361,-117.889261,2012-04-04T12:00:00",12,4/4/2012,Partly cloudy until afternoon.
20192,20192,"33.860361,-117.889261,2012-04-05T12:00:00",12,5/4/2012,Partly cloudy until afternoon.
20193,20193,"33.860361,-117.889261,2012-04-06T12:00:00",12,6/4/2012,Dry throughout the day and partly cloudy in the evening.
20194,20194,"33.860361,-117.889261,2012-04-07T12:00:00",12,7/4/2012,Dry throughout the day.
20195,20195,"33.860361,-117.889261,2012-04-08T12:00:00",12,8/4/2012,Dry throughout the day.
20196,20196,"33.860361,-117.889261,2012-04-09T12:00:00",12,9/4/2012,Partly cloudy in the evening.
20197,20197,"33.860361,-117.889261,2012-04-10T12:00:00",12,10/4/2012,Rain overnight.
20198,20198,"33.860361,-117.889261,2012-04-11T12:00:00",12,11/4/2012,Rain in the morning.
20199,20199,"33.860361,-117.889261,2012-04-12T12:00:00",12,12/4/2012,Mostly cloudy throughout the day.
20200,20200,"33.860361,-117.889261,2012-04-13T12:00:00",12,13/4/2012,Rain throughout the day.
20201,20201,"33.860361,-117.889261,2012-04-14T12:00:00",12,14/4/2012,Partly cloudy until evening.
20202,20202,"33.860361,-117.889261,2012-04-15T12:00:00",12,15/4/2012,Partly cloudy in the morning.
20203,20203,"33.860361,-117.889261,2012-04-16T12:00:00",12,16/4/2012,Clear throughout the day.
20204,20204,"33.860361,-117.889261,2012-04-17T12:00:00",12,17/4/2012,Clear throughout the day.
20205,20205,"33.860361,-117.889261,2012-04-18T12:00:00",12,18/4/2012,Partly cloudy until afternoon.
20206,20206,"33.860361,-117.889261,2012-04-19T12:00:00",12,19/4/2012,Partly cloudy throughout the day.
20207,20207,"33.860361,-117.889261,2012-04-20T12:00:00",12,20/4/2012,Mostly cloudy starting in the evening.
20208,20208,"33.860361,-117.889261,2012-04-21T12:00:00",12,21/4/2012,Mostly cloudy starting in the evening.
20209,20209,"33.860361,-117.889261,2012-04-22T12:00:00",12,22/4/2012,Mostly cloudy throughout the day.
20210,20210,"33.860361,-117.889261,2012-04-23T12:00:00",12,23/4/2012,Overcast throughout the day.
20211,20211,"33.860361,-117.889261,2012-04-24T12:00:00",12,24/4/2012,Partly cloudy throughout the day.
20212,20212,"33.860361,-117.889261,2012-04-25T12:00:00",12,25/4/2012,Rain overnight.
20213,20213,"33.860361,-117.889261,2012-04-26T12:00:00",12,26/4/2012,Light rain in the morning.
20214,20214,"33.860361,-117.889261,2012-04-27T12:00:00",12,27/4/2012,Partly cloudy until afternoon.
20215,20215,"33.860361,-117.889261,2012-04-28T12:00:00",12,28/4/2012,Clear throughout the day.
20216,20216,"33.860361,-117.889261,2012-04-29T12:00:00",12,29/4/2012,Mostly cloudy starting in the evening.
20217,20217,"33.860361,-117.889261,2012-04-30T12:00:00",12,30/4/2012,Mostly cloudy throughout the day.
20218,20218,"33.860361,-117.889261,2012-05-01T12:00:00",12,1/5/2012,Overcast throughout the day.
20219,20219,"33.860361,-117.889261,2012-05-02T12:00:00",12,2/5/2012,Overcast throughout the day.
20220,20220,"33.860361,-117.889261,2012-05-03T12:00:00",12,3/5/2012,Mostly cloudy throughout the day.
20221,20221,"33.860361,-117.889261,2012-05-04T12:00:00",12,4/5/2012,Partly cloudy until evening.
20222,20222,"33.860361,-117.889261,2012-05-05T12:00:00",12,5/5/2012,Partly cloudy in the morning.
20223,20223,"33.860361,-117.889261,2012-05-06T12:00:00",12,6/5/2012,Mostly cloudy in the morning.
20224,20224,"33.860361,-117.889261,2012-05-07T12:00:00",12,7/5/2012,Mostly cloudy in the morning.
20225,20225,"33.860361,-117.889261,2012-05-08T12:00:00",12,8/5/2012,Mostly cloudy in the morning.
20226,20226,"33.860361,-117.889261,2012-05-09T12:00:00",12,9/5/2012,Mostly cloudy overnight.
20227,20227,"33.860361,-117.889261,2012-05-10T12:00:00",12,10/5/2012,Mostly cloudy throughout the day.
20228,20228,"33.860361,-117.889261,2012-05-11T12:00:00",12,11/5/2012,Mostly cloudy in the morning.
20229,20229,"33.860361,-117.889261,2012-05-12T12:00:00",12,12/5/2012,Mostly cloudy in the morning.
20230,20230,"33.860361,-117.889261,2012-05-13T12:00:00",12,13/5/2012,Mostly cloudy in the morning.
20231,20231,"33.860361,-117.889261,2012-05-14T12:00:00",12,14/5/2012,Clear throughout the day.
20232,20232,"33.860361,-117.889261,2012-05-15T12:00:00",12,15/5/2012,Clear throughout the day.
20233,20233,"33.860361,-117.889261,2012-05-16T12:00:00",12,16/5/2012,Clear throughout the day.
20234,20234,"33.860361,-117.889261,2012-05-17T12:00:00",12,17/5/2012,Mostly cloudy starting in the evening.
20235,20235,"33.860361,-117.889261,2012-05-18T12:00:00",12,18/5/2012,Light rain in the morning.
20236,20236,"33.860361,-117.889261,2012-05-19T12:00:00",12,19/5/2012,Mostly cloudy in the morning.
20237,20237,"33.860361,-117.889261,2012-05-20T12:00:00",12,20/5/2012,Partly cloudy starting in the evening.
20238,20238,"33.860361,-117.889261,2012-05-21T12:00:00",12,21/5/2012,Mostly cloudy in the morning.
20239,20239,"33.860361,-117.889261,2012-05-22T12:00:00",12,22/5/2012,Partly cloudy in the morning.
20240,20240,"33.860361,-117.889261,2012-05-23T12:00:00",12,23/5/2012,Mostly cloudy until afternoon.
20241,20241,"33.860361,-117.889261,2012-05-24T12:00:00",12,24/5/2012,Mostly cloudy throughout the day.
20242,20242,"33.860361,-117.889261,2012-05-25T12:00:00",12,25/5/2012,Mostly cloudy throughout the day.
20243,20243,"33.860361,-117.889261,2012-05-26T12:00:00",12,26/5/2012,Partly cloudy until afternoon.
20244,20244,"33.860361,-117.889261,2012-05-27T12:00:00",12,27/5/2012,Partly cloudy in the morning.
20245,20245,"33.860361,-117.889261,2012-05-28T12:00:00",12,28/5/2012,Clear throughout the day.
20246,20246,"33.860361,-117.889261,2012-05-29T12:00:00",12,29/5/2012,Partly cloudy in the morning.
20247,20247,"33.860361,-117.889261,2012-05-30T12:00:00",12,30/5/2012,Partly cloudy in the morning.
20248,20248,"33.860361,-117.889261,2012-05-31T12:00:00",12,31/5/2012,Mostly cloudy in the morning.
20249,20249,"33.860361,-117.889261,2012-06-01T12:00:00",12,1/6/2012,Mostly cloudy starting in the evening.
20250,20250,"33.860361,-117.889261,2012-06-02T12:00:00",12,2/6/2012,Mostly cloudy throughout the day.
20251,20251,"33.860361,-117.889261,2012-06-03T12:00:00",12,3/6/2012,Mostly cloudy throughout the day.
20252,20252,"33.860361,-117.889261,2012-06-04T12:00:00",12,4/6/2012,Mostly cloudy throughout the day.
20253,20253,"33.860361,-117.889261,2012-06-05T12:00:00",12,5/6/2012,Partly cloudy until afternoon.
20254,20254,"33.860361,-117.889261,2012-06-06T12:00:00",12,6/6/2012,Clear throughout the day.
20255,20255,"33.860361,-117.889261,2012-06-07T12:00:00",12,7/6/2012,Clear throughout the day.
20256,20256,"33.860361,-117.889261,2012-06-08T12:00:00",12,8/6/2012,Mostly cloudy overnight.
20257,20257,"33.860361,-117.889261,2012-06-09T12:00:00",12,9/6/2012,Mostly cloudy until afternoon.
20258,20258,"33.860361,-117.889261,2012-06-10T12:00:00",12,10/6/2012,Mostly cloudy until afternoon.
20259,20259,"33.860361,-117.889261,2012-06-11T12:00:00",12,11/6/2012,Mostly cloudy in the morning.
20260,20260,"33.860361,-117.889261,2012-06-12T12:00:00",12,12/6/2012,Mostly cloudy in the morning.
20261,20261,"33.860361,-117.889261,2012-06-13T12:00:00",12,13/6/2012,Mostly cloudy throughout the day.
20262,20262,"33.860361,-117.889261,2012-06-14T12:00:00",12,14/6/2012,Light rain in the afternoon.
20263,20263,"33.860361,-117.889261,2012-06-15T12:00:00",12,15/6/2012,Mostly cloudy throughout the day.
20264,20264,"33.860361,-117.889261,2012-06-16T12:00:00",12,16/6/2012,Drizzle in the afternoon.
20265,20265,"33.860361,-117.889261,2012-06-17T12:00:00",12,17/6/2012,Mostly cloudy overnight.
