,index,latlngtime,areacode,tggl,weather
2374,2374,"33.81495,-117.410128,2013-07-01T12:00:00",2,1/7/2013,Clear throughout the day.
2375,2375,"33.81495,-117.410128,2013-07-02T12:00:00",2,2/7/2013,Clear throughout the day.
2376,2376,"33.81495,-117.410128,2013-07-03T12:00:00",2,3/7/2013,Clear throughout the day.
2377,2377,"33.81495,-117.410128,2013-07-04T12:00:00",2,4/7/2013,Clear throughout the day.
2378,2378,"33.81495,-117.410128,2013-07-05T12:00:00",2,5/7/2013,Partly cloudy in the afternoon.
2379,2379,"33.81495,-117.410128,2013-07-06T12:00:00",2,6/7/2013,Partly cloudy in the morning.
2380,2380,"33.81495,-117.410128,2013-07-07T12:00:00",2,7/7/2013,Partly cloudy until afternoon.
2381,2381,"33.81495,-117.410128,2013-07-08T12:00:00",2,8/7/2013,Partly cloudy until evening.
2382,2382,"33.81495,-117.410128,2013-07-09T12:00:00",2,9/7/2013,Partly cloudy until evening.
2383,2383,"33.81495,-117.410128,2013-07-10T12:00:00",2,10/7/2013,Partly cloudy throughout the day.
2384,2384,"33.81495,-117.410128,2013-07-11T12:00:00",2,11/7/2013,Partly cloudy overnight.
2385,2385,"33.81495,-117.410128,2013-07-12T12:00:00",2,12/7/2013,Partly cloudy until evening.
2386,2386,"33.81495,-117.410128,2013-07-13T12:00:00",2,13/7/2013,Partly cloudy in the morning.
2387,2387,"33.81495,-117.410128,2013-07-14T12:00:00",2,14/7/2013,Partly cloudy until evening.
2388,2388,"33.81495,-117.410128,2013-07-15T12:00:00",2,15/7/2013,Clear throughout the day.
2389,2389,"33.81495,-117.410128,2013-07-16T12:00:00",2,16/7/2013,Partly cloudy until afternoon.
2390,2390,"33.81495,-117.410128,2013-07-17T12:00:00",2,17/7/2013,Partly cloudy until afternoon and dry throughout the day.
2391,2391,"33.81495,-117.410128,2013-07-18T12:00:00",2,18/7/2013,Clear throughout the day.
2392,2392,"33.81495,-117.410128,2013-07-19T12:00:00",2,19/7/2013,Clear throughout the day.
2393,2393,"33.81495,-117.410128,2013-07-20T12:00:00",2,20/7/2013,Light rain in the afternoon.
2394,2394,"33.81495,-117.410128,2013-07-21T12:00:00",2,21/7/2013,Partly cloudy until afternoon.
2395,2395,"33.81495,-117.410128,2013-07-22T12:00:00",2,22/7/2013,Clear throughout the day.
2396,2396,"33.81495,-117.410128,2013-07-23T12:00:00",2,23/7/2013,Clear throughout the day.
2397,2397,"33.81495,-117.410128,2013-07-24T12:00:00",2,24/7/2013,Clear throughout the day.
2398,2398,"33.81495,-117.410128,2013-07-25T12:00:00",2,25/7/2013,Clear throughout the day.
2399,2399,"33.81495,-117.410128,2013-07-26T12:00:00",2,26/7/2013,Partly cloudy in the morning.
2400,2400,"33.81495,-117.410128,2013-07-27T12:00:00",2,27/7/2013,Clear throughout the day.
2401,2401,"33.81495,-117.410128,2013-07-28T12:00:00",2,28/7/2013,Partly cloudy in the morning.
2402,2402,"33.81495,-117.410128,2013-07-29T12:00:00",2,29/7/2013,Partly cloudy in the morning.
2403,2403,"33.81495,-117.410128,2013-07-30T12:00:00",2,30/7/2013,Clear throughout the day.
2404,2404,"33.81495,-117.410128,2013-07-31T12:00:00",2,31/7/2013,Partly cloudy in the morning.
2405,2405,"33.81495,-117.410128,2013-08-01T12:00:00",2,1/8/2013,Clear throughout the day.
2406,2406,"33.81495,-117.410128,2013-08-02T12:00:00",2,2/8/2013,Clear throughout the day.
2407,2407,"33.81495,-117.410128,2013-08-03T12:00:00",2,3/8/2013,Clear throughout the day.
2408,2408,"33.81495,-117.410128,2013-08-04T12:00:00",2,4/8/2013,Clear throughout the day.
2409,2409,"33.81495,-117.410128,2013-08-05T12:00:00",2,5/8/2013,Clear throughout the day.
2410,2410,"33.81495,-117.410128,2013-08-06T12:00:00",2,6/8/2013,Clear throughout the day.
2411,2411,"33.81495,-117.410128,2013-08-07T12:00:00",2,7/8/2013,Clear throughout the day.
2412,2412,"33.81495,-117.410128,2013-08-08T12:00:00",2,8/8/2013,Clear throughout the day.
2413,2413,"33.81495,-117.410128,2013-08-09T12:00:00",2,9/8/2013,Clear throughout the day.
2414,2414,"33.81495,-117.410128,2013-08-10T12:00:00",2,10/8/2013,Clear throughout the day.
2415,2415,"33.81495,-117.410128,2013-08-11T12:00:00",2,11/8/2013,Clear throughout the day.
2416,2416,"33.81495,-117.410128,2013-08-12T12:00:00",2,12/8/2013,Clear throughout the day.
2417,2417,"33.81495,-117.410128,2013-08-13T12:00:00",2,13/8/2013,Clear throughout the day.
2418,2418,"33.81495,-117.410128,2013-08-14T12:00:00",2,14/8/2013,Clear throughout the day.
2419,2419,"33.81495,-117.410128,2013-08-15T12:00:00",2,15/8/2013,Clear throughout the day.
2420,2420,"33.81495,-117.410128,2013-08-16T12:00:00",2,16/8/2013,Clear throughout the day.
2421,2421,"33.81495,-117.410128,2013-08-17T12:00:00",2,17/8/2013,Clear throughout the day.
2422,2422,"33.81495,-117.410128,2013-08-18T12:00:00",2,18/8/2013,Clear throughout the day.
2423,2423,"33.81495,-117.410128,2013-08-19T12:00:00",2,19/8/2013,Clear throughout the day.
2424,2424,"33.81495,-117.410128,2013-08-20T12:00:00",2,20/8/2013,Clear throughout the day.
2425,2425,"33.81495,-117.410128,2013-08-21T12:00:00",2,21/8/2013,Clear throughout the day.
2426,2426,"33.81495,-117.410128,2013-08-22T12:00:00",2,22/8/2013,Clear throughout the day.
2427,2427,"33.81495,-117.410128,2013-08-23T12:00:00",2,23/8/2013,Clear throughout the day.
2428,2428,"33.81495,-117.410128,2013-08-24T12:00:00",2,24/8/2013,Clear throughout the day.
2429,2429,"33.81495,-117.410128,2013-08-25T12:00:00",2,25/8/2013,Clear throughout the day.
2430,2430,"33.81495,-117.410128,2013-08-26T12:00:00",2,26/8/2013,Clear throughout the day.
2431,2431,"33.81495,-117.410128,2013-08-27T12:00:00",2,27/8/2013,Clear throughout the day.
2432,2432,"33.81495,-117.410128,2013-08-28T12:00:00",2,28/8/2013,Clear throughout the day.
2433,2433,"33.81495,-117.410128,2013-08-29T12:00:00",2,29/8/2013,Clear throughout the day.
2434,2434,"33.81495,-117.410128,2013-08-30T12:00:00",2,30/8/2013,Light rain in the evening.
2435,2435,"33.81495,-117.410128,2013-08-31T12:00:00",2,31/8/2013,Clear throughout the day.
2436,2436,"33.81495,-117.410128,2013-09-01T12:00:00",2,1/9/2013,Clear throughout the day.
2437,2437,"33.81495,-117.410128,2013-09-02T12:00:00",2,2/9/2013,Clear throughout the day.
2438,2438,"33.81495,-117.410128,2013-09-03T12:00:00",2,3/9/2013,Clear throughout the day.
2439,2439,"33.81495,-117.410128,2013-09-04T12:00:00",2,4/9/2013,Clear throughout the day.
2440,2440,"33.81495,-117.410128,2013-09-05T12:00:00",2,5/9/2013,Clear throughout the day.
2441,2441,"33.81495,-117.410128,2013-09-06T12:00:00",2,6/9/2013,Clear throughout the day.
2442,2442,"33.81495,-117.410128,2013-09-07T12:00:00",2,7/9/2013,Clear throughout the day.
2443,2443,"33.81495,-117.410128,2013-09-08T12:00:00",2,8/9/2013,Clear throughout the day.
2444,2444,"33.81495,-117.410128,2013-09-09T12:00:00",2,9/9/2013,Clear throughout the day.
2445,2445,"33.81495,-117.410128,2013-09-10T12:00:00",2,10/9/2013,Clear throughout the day.
2446,2446,"33.81495,-117.410128,2013-09-11T12:00:00",2,11/9/2013,Clear throughout the day.
2447,2447,"33.81495,-117.410128,2013-09-12T12:00:00",2,12/9/2013,Clear throughout the day.
2448,2448,"33.81495,-117.410128,2013-09-13T12:00:00",2,13/9/2013,Clear throughout the day.
2449,2449,"33.81495,-117.410128,2013-09-14T12:00:00",2,14/9/2013,Clear throughout the day.
2450,2450,"33.81495,-117.410128,2013-09-15T12:00:00",2,15/9/2013,Clear throughout the day.
2451,2451,"33.81495,-117.410128,2013-09-16T12:00:00",2,16/9/2013,Clear throughout the day.
2452,2452,"33.81495,-117.410128,2013-09-17T12:00:00",2,17/9/2013,Clear throughout the day.
2453,2453,"33.81495,-117.410128,2013-09-18T12:00:00",2,18/9/2013,Clear throughout the day.
2454,2454,"33.81495,-117.410128,2013-09-19T12:00:00",2,19/9/2013,Clear throughout the day.
2455,2455,"33.81495,-117.410128,2013-09-20T12:00:00",2,20/9/2013,Clear throughout the day.
2456,2456,"33.81495,-117.410128,2013-09-21T12:00:00",2,21/9/2013,Clear throughout the day.
2457,2457,"33.81495,-117.410128,2013-09-22T12:00:00",2,22/9/2013,Clear throughout the day.
2458,2458,"33.81495,-117.410128,2013-09-23T12:00:00",2,23/9/2013,Clear throughout the day.
2459,2459,"33.81495,-117.410128,2013-09-24T12:00:00",2,24/9/2013,Clear throughout the day.
2460,2460,"33.81495,-117.410128,2013-09-25T12:00:00",2,25/9/2013,Clear throughout the day.
2461,2461,"33.81495,-117.410128,2013-09-26T12:00:00",2,26/9/2013,Clear throughout the day.
2462,2462,"33.81495,-117.410128,2013-09-27T12:00:00",2,27/9/2013,Clear throughout the day.
2463,2463,"33.81495,-117.410128,2013-09-28T12:00:00",2,28/9/2013,Dry throughout the day.
2464,2464,"33.81495,-117.410128,2013-09-29T12:00:00",2,29/9/2013,Clear throughout the day.
2465,2465,"33.81495,-117.410128,2013-09-30T12:00:00",2,30/9/2013,Clear throughout the day.
2466,2466,"33.81495,-117.410128,2013-10-01T12:00:00",2,1/10/2013,Clear throughout the day.
2467,2467,"33.81495,-117.410128,2013-10-02T12:00:00",2,2/10/2013,Clear throughout the day.
2468,2468,"33.81495,-117.410128,2013-10-03T12:00:00",2,3/10/2013,Clear throughout the day.
2469,2469,"33.81495,-117.410128,2013-10-04T12:00:00",2,4/10/2013,Dry throughout the day.
2470,2470,"33.81495,-117.410128,2013-10-05T12:00:00",2,5/10/2013,Dry throughout the day.
2471,2471,"33.81495,-117.410128,2013-10-06T12:00:00",2,6/10/2013,Dry throughout the day.
2472,2472,"33.81495,-117.410128,2013-10-07T12:00:00",2,7/10/2013,Clear throughout the day.
2473,2473,"33.81495,-117.410128,2013-10-08T12:00:00",2,8/10/2013,Clear throughout the day.
2474,2474,"33.81495,-117.410128,2013-10-09T12:00:00",2,9/10/2013,Rain starting in the afternoon.
2475,2475,"33.81495,-117.410128,2013-10-10T12:00:00",2,10/10/2013,Clear throughout the day.
2476,2476,"33.81495,-117.410128,2013-10-11T12:00:00",2,11/10/2013,Clear throughout the day.
2477,2477,"33.81495,-117.410128,2013-10-12T12:00:00",2,12/10/2013,Clear throughout the day.
2478,2478,"33.81495,-117.410128,2013-10-13T12:00:00",2,13/10/2013,Clear throughout the day.
2479,2479,"33.81495,-117.410128,2013-10-14T12:00:00",2,14/10/2013,Clear throughout the day.
2480,2480,"33.81495,-117.410128,2013-10-15T12:00:00",2,15/10/2013,Clear throughout the day.
2481,2481,"33.81495,-117.410128,2013-10-16T12:00:00",2,16/10/2013,Dry throughout the day.
2482,2482,"33.81495,-117.410128,2013-10-17T12:00:00",2,17/10/2013,Clear throughout the day.
2483,2483,"33.81495,-117.410128,2013-10-18T12:00:00",2,18/10/2013,Clear throughout the day.
2484,2484,"33.81495,-117.410128,2013-10-19T12:00:00",2,19/10/2013,Clear throughout the day.
2485,2485,"33.81495,-117.410128,2013-10-20T12:00:00",2,20/10/2013,Clear throughout the day.
2486,2486,"33.81495,-117.410128,2013-10-21T12:00:00",2,21/10/2013,Clear throughout the day.
2487,2487,"33.81495,-117.410128,2013-10-22T12:00:00",2,22/10/2013,Clear throughout the day.
2488,2488,"33.81495,-117.410128,2013-10-23T12:00:00",2,23/10/2013,Clear throughout the day.
2489,2489,"33.81495,-117.410128,2013-10-24T12:00:00",2,24/10/2013,Clear throughout the day.
2490,2490,"33.81495,-117.410128,2013-10-25T12:00:00",2,25/10/2013,Foggy in the morning.
2491,2491,"33.81495,-117.410128,2013-10-26T12:00:00",2,26/10/2013,Clear throughout the day.
2492,2492,"33.81495,-117.410128,2013-10-27T12:00:00",2,27/10/2013,Clear throughout the day.
2493,2493,"33.81495,-117.410128,2013-10-28T12:00:00",2,28/10/2013,Light rain starting in the evening.
2494,2494,"33.81495,-117.410128,2013-10-29T12:00:00",2,29/10/2013,Clear throughout the day.
2495,2495,"33.81495,-117.410128,2013-10-30T12:00:00",2,30/10/2013,Clear throughout the day.
2496,2496,"33.81495,-117.410128,2013-10-31T12:00:00",2,31/10/2013,Clear throughout the day.
2497,2497,"33.81495,-117.410128,2013-11-01T12:00:00",2,1/11/2013,Clear throughout the day.
2498,2498,"33.81495,-117.410128,2013-11-02T12:00:00",2,2/11/2013,Clear throughout the day.
2499,2499,"33.81495,-117.410128,2013-11-03T12:00:00",2,3/11/2013,Clear throughout the day.
2500,2500,"33.81495,-117.410128,2013-11-04T12:00:00",2,4/11/2013,Clear throughout the day.
2501,2501,"33.81495,-117.410128,2013-11-05T12:00:00",2,5/11/2013,Clear throughout the day.
2502,2502,"33.81495,-117.410128,2013-11-06T12:00:00",2,6/11/2013,Clear throughout the day.
2503,2503,"33.81495,-117.410128,2013-11-07T12:00:00",2,7/11/2013,Clear throughout the day.
2504,2504,"33.81495,-117.410128,2013-11-08T12:00:00",2,8/11/2013,Clear throughout the day.
2505,2505,"33.81495,-117.410128,2013-11-09T12:00:00",2,9/11/2013,Clear throughout the day.
2506,2506,"33.81495,-117.410128,2013-11-10T12:00:00",2,10/11/2013,Clear throughout the day.
2507,2507,"33.81495,-117.410128,2013-11-11T12:00:00",2,11/11/2013,Clear throughout the day.
2508,2508,"33.81495,-117.410128,2013-11-12T12:00:00",2,12/11/2013,Clear throughout the day.
2509,2509,"33.81495,-117.410128,2013-11-13T12:00:00",2,13/11/2013,Clear throughout the day.
2510,2510,"33.81495,-117.410128,2013-11-14T12:00:00",2,14/11/2013,Clear throughout the day.
2511,2511,"33.81495,-117.410128,2013-11-15T12:00:00",2,15/11/2013,Clear throughout the day.
2512,2512,"33.81495,-117.410128,2013-11-16T12:00:00",2,16/11/2013,Clear throughout the day.
2513,2513,"33.81495,-117.410128,2013-11-17T12:00:00",2,17/11/2013,Clear throughout the day.
2514,2514,"33.81495,-117.410128,2013-11-18T12:00:00",2,18/11/2013,Clear throughout the day.
2515,2515,"33.81495,-117.410128,2013-11-19T12:00:00",2,19/11/2013,Clear throughout the day.
2516,2516,"33.81495,-117.410128,2013-11-20T12:00:00",2,20/11/2013,Light rain overnight.
2517,2517,"33.81495,-117.410128,2013-11-21T12:00:00",2,21/11/2013,Light rain in the morning and afternoon.
2518,2518,"33.81495,-117.410128,2013-11-22T12:00:00",2,22/11/2013,Light rain in the afternoon.
2519,2519,"33.81495,-117.410128,2013-11-23T12:00:00",2,23/11/2013,Clear throughout the day.
2520,2520,"33.81495,-117.410128,2013-11-24T12:00:00",2,24/11/2013,Clear throughout the day.
2521,2521,"33.81495,-117.410128,2013-11-25T12:00:00",2,25/11/2013,Clear throughout the day.
2522,2522,"33.81495,-117.410128,2013-11-26T12:00:00",2,26/11/2013,Clear throughout the day.
2523,2523,"33.81495,-117.410128,2013-11-27T12:00:00",2,27/11/2013,Clear throughout the day.
2524,2524,"33.81495,-117.410128,2013-11-28T12:00:00",2,28/11/2013,Clear throughout the day.
2525,2525,"33.81495,-117.410128,2013-11-29T12:00:00",2,29/11/2013,Light rain until afternoon.
2526,2526,"33.81495,-117.410128,2013-11-30T12:00:00",2,30/11/2013,Clear throughout the day.
2527,2527,"33.81495,-117.410128,2013-12-01T12:00:00",2,1/12/2013,Clear throughout the day.
2528,2528,"33.81495,-117.410128,2013-12-02T12:00:00",2,2/12/2013,Clear throughout the day.
2529,2529,"33.81495,-117.410128,2013-12-03T12:00:00",2,3/12/2013,Clear throughout the day.
2530,2530,"33.81495,-117.410128,2013-12-04T12:00:00",2,4/12/2013,Clear throughout the day.
2531,2531,"33.81495,-117.410128,2013-12-05T12:00:00",2,5/12/2013,Clear throughout the day.
2532,2532,"33.81495,-117.410128,2013-12-06T12:00:00",2,6/12/2013,Clear throughout the day.
2533,2533,"33.81495,-117.410128,2013-12-07T12:00:00",2,7/12/2013,Light rain until afternoon.
2534,2534,"33.81495,-117.410128,2013-12-08T12:00:00",2,8/12/2013,Clear throughout the day.
2535,2535,"33.81495,-117.410128,2013-12-09T12:00:00",2,9/12/2013,Clear throughout the day.
2536,2536,"33.81495,-117.410128,2013-12-10T12:00:00",2,10/12/2013,Clear throughout the day.
2537,2537,"33.81495,-117.410128,2013-12-11T12:00:00",2,11/12/2013,Clear throughout the day.
2538,2538,"33.81495,-117.410128,2013-12-12T12:00:00",2,12/12/2013,Clear throughout the day.
2539,2539,"33.81495,-117.410128,2013-12-13T12:00:00",2,13/12/2013,Clear throughout the day.
2540,2540,"33.81495,-117.410128,2013-12-14T12:00:00",2,14/12/2013,Clear throughout the day.
2541,2541,"33.81495,-117.410128,2013-12-15T12:00:00",2,15/12/2013,Clear throughout the day.
2542,2542,"33.81495,-117.410128,2013-12-16T12:00:00",2,16/12/2013,Clear throughout the day.
2543,2543,"33.81495,-117.410128,2013-12-17T12:00:00",2,17/12/2013,Clear throughout the day.
2544,2544,"33.81495,-117.410128,2013-12-18T12:00:00",2,18/12/2013,Clear throughout the day.
2545,2545,"33.81495,-117.410128,2013-12-19T12:00:00",2,19/12/2013,Light rain until evening.
2546,2546,"33.81495,-117.410128,2013-12-20T12:00:00",2,20/12/2013,Clear throughout the day.
2547,2547,"33.81495,-117.410128,2013-12-21T12:00:00",2,21/12/2013,Clear throughout the day.
2548,2548,"33.81495,-117.410128,2013-12-22T12:00:00",2,22/12/2013,Clear throughout the day.
2549,2549,"33.81495,-117.410128,2013-12-23T12:00:00",2,23/12/2013,Clear throughout the day.
2550,2550,"33.81495,-117.410128,2013-12-24T12:00:00",2,24/12/2013,Clear throughout the day.
2551,2551,"33.81495,-117.410128,2013-12-25T12:00:00",2,25/12/2013,Clear throughout the day.
2552,2552,"33.81495,-117.410128,2013-12-26T12:00:00",2,26/12/2013,Clear throughout the day.
2553,2553,"33.81495,-117.410128,2013-12-27T12:00:00",2,27/12/2013,Clear throughout the day.
2554,2554,"33.81495,-117.410128,2013-12-28T12:00:00",2,28/12/2013,Clear throughout the day.
2555,2555,"33.81495,-117.410128,2013-12-29T12:00:00",2,29/12/2013,Clear throughout the day.
2556,2556,"33.81495,-117.410128,2013-12-30T12:00:00",2,30/12/2013,Clear throughout the day.
2557,2557,"33.81495,-117.410128,2013-12-31T12:00:00",2,31/12/2013,Clear throughout the day.
2558,2558,"33.81495,-117.410128,2014-01-01T12:00:00",2,1/1/2014,Clear throughout the day.
2559,2559,"33.81495,-117.410128,2014-01-02T12:00:00",2,2/1/2014,Clear throughout the day.
2560,2560,"33.81495,-117.410128,2014-01-03T12:00:00",2,3/1/2014,Clear throughout the day.
2561,2561,"33.81495,-117.410128,2014-01-04T12:00:00",2,4/1/2014,Clear throughout the day.
2562,2562,"33.81495,-117.410128,2014-01-05T12:00:00",2,5/1/2014,Clear throughout the day.
2563,2563,"33.81495,-117.410128,2014-01-06T12:00:00",2,6/1/2014,Clear throughout the day.
2564,2564,"33.81495,-117.410128,2014-01-07T12:00:00",2,7/1/2014,Clear throughout the day.
2565,2565,"33.81495,-117.410128,2014-01-08T12:00:00",2,8/1/2014,Clear throughout the day.
2566,2566,"33.81495,-117.410128,2014-01-09T12:00:00",2,9/1/2014,Clear throughout the day.
2567,2567,"33.81495,-117.410128,2014-01-10T12:00:00",2,10/1/2014,Clear throughout the day.
2568,2568,"33.81495,-117.410128,2014-01-11T12:00:00",2,11/1/2014,Clear throughout the day.
2569,2569,"33.81495,-117.410128,2014-01-12T12:00:00",2,12/1/2014,Clear throughout the day.
2570,2570,"33.81495,-117.410128,2014-01-13T12:00:00",2,13/1/2014,Drizzle in the afternoon.
2571,2571,"33.81495,-117.410128,2014-01-14T12:00:00",2,14/1/2014,Clear throughout the day.
2572,2572,"33.81495,-117.410128,2014-01-15T12:00:00",2,15/1/2014,Clear throughout the day.
2573,2573,"33.81495,-117.410128,2014-01-16T12:00:00",2,16/1/2014,Clear throughout the day.
2574,2574,"33.81495,-117.410128,2014-01-17T12:00:00",2,17/1/2014,Clear throughout the day.
2575,2575,"33.81495,-117.410128,2014-01-18T12:00:00",2,18/1/2014,Clear throughout the day.
2576,2576,"33.81495,-117.410128,2014-01-19T12:00:00",2,19/1/2014,Clear throughout the day.
2577,2577,"33.81495,-117.410128,2014-01-20T12:00:00",2,20/1/2014,Clear throughout the day.
2578,2578,"33.81495,-117.410128,2014-01-21T12:00:00",2,21/1/2014,Clear throughout the day.
2579,2579,"33.81495,-117.410128,2014-01-22T12:00:00",2,22/1/2014,Clear throughout the day.
2580,2580,"33.81495,-117.410128,2014-01-23T12:00:00",2,23/1/2014,Clear throughout the day.
2581,2581,"33.81495,-117.410128,2014-01-24T12:00:00",2,24/1/2014,Clear throughout the day.
2582,2582,"33.81495,-117.410128,2014-01-25T12:00:00",2,25/1/2014,Clear throughout the day.
2583,2583,"33.81495,-117.410128,2014-01-26T12:00:00",2,26/1/2014,Clear throughout the day.
2584,2584,"33.81495,-117.410128,2014-01-27T12:00:00",2,27/1/2014,Clear throughout the day.
2585,2585,"33.81495,-117.410128,2014-01-28T12:00:00",2,28/1/2014,Clear throughout the day.
2586,2586,"33.81495,-117.410128,2014-01-29T12:00:00",2,29/1/2014,Clear throughout the day.
2587,2587,"33.81495,-117.410128,2014-01-30T12:00:00",2,30/1/2014,Clear throughout the day.
2588,2588,"33.81495,-117.410128,2014-01-31T12:00:00",2,31/1/2014,Clear throughout the day.
2589,2589,"33.81495,-117.410128,2014-02-01T12:00:00",2,1/2/2014,Clear throughout the day.
2590,2590,"33.81495,-117.410128,2014-02-02T12:00:00",2,2/2/2014,Light rain overnight.
2591,2591,"33.81495,-117.410128,2014-02-03T12:00:00",2,3/2/2014,Clear throughout the day.
2592,2592,"33.81495,-117.410128,2014-02-04T12:00:00",2,4/2/2014,Clear throughout the day.
2593,2593,"33.81495,-117.410128,2014-02-05T12:00:00",2,5/2/2014,Clear throughout the day.
2594,2594,"33.81495,-117.410128,2014-02-06T12:00:00",2,6/2/2014,Light rain starting in the afternoon.
2595,2595,"33.81495,-117.410128,2014-02-07T12:00:00",2,7/2/2014,Clear throughout the day.
2596,2596,"33.81495,-117.410128,2014-02-08T12:00:00",2,8/2/2014,Clear throughout the day.
2597,2597,"33.81495,-117.410128,2014-02-09T12:00:00",2,9/2/2014,Clear throughout the day.
2598,2598,"33.81495,-117.410128,2014-02-10T12:00:00",2,10/2/2014,Clear throughout the day.
2599,2599,"33.81495,-117.410128,2014-02-11T12:00:00",2,11/2/2014,Clear throughout the day.
2600,2600,"33.81495,-117.410128,2014-02-12T12:00:00",2,12/2/2014,Clear throughout the day.
2601,2601,"33.81495,-117.410128,2014-02-13T12:00:00",2,13/2/2014,Clear throughout the day.
2602,2602,"33.81495,-117.410128,2014-02-14T12:00:00",2,14/2/2014,Clear throughout the day.
2603,2603,"33.81495,-117.410128,2014-02-15T12:00:00",2,15/2/2014,Clear throughout the day.
2604,2604,"33.81495,-117.410128,2014-02-16T12:00:00",2,16/2/2014,Clear throughout the day.
2605,2605,"33.81495,-117.410128,2014-02-17T12:00:00",2,17/2/2014,Clear throughout the day.
2606,2606,"33.81495,-117.410128,2014-02-18T12:00:00",2,18/2/2014,Clear throughout the day.
2607,2607,"33.81495,-117.410128,2014-02-19T12:00:00",2,19/2/2014,Clear throughout the day.
2608,2608,"33.81495,-117.410128,2014-02-20T12:00:00",2,20/2/2014,Clear throughout the day.
2609,2609,"33.81495,-117.410128,2014-02-21T12:00:00",2,21/2/2014,Clear throughout the day.
2610,2610,"33.81495,-117.410128,2014-02-22T12:00:00",2,22/2/2014,Clear throughout the day.
2611,2611,"33.81495,-117.410128,2014-02-23T12:00:00",2,23/2/2014,Clear throughout the day.
2612,2612,"33.81495,-117.410128,2014-02-24T12:00:00",2,24/2/2014,Clear throughout the day.
2613,2613,"33.81495,-117.410128,2014-02-25T12:00:00",2,25/2/2014,Clear throughout the day.
2614,2614,"33.81495,-117.410128,2014-02-26T12:00:00",2,26/2/2014,Light rain overnight.
2615,2615,"33.81495,-117.410128,2014-02-27T12:00:00",2,27/2/2014,Light rain in the morning and overnight.
2616,2616,"33.81495,-117.410128,2014-02-28T12:00:00",2,28/2/2014,Rain throughout the day.
2617,2617,"33.81495,-117.410128,2014-03-01T12:00:00",2,1/3/2014,Rain until evening.
2618,2618,"33.81495,-117.410128,2014-03-02T12:00:00",2,2/3/2014,Light rain in the afternoon.
2619,2619,"33.81495,-117.410128,2014-03-03T12:00:00",2,3/3/2014,Clear throughout the day.
2620,2620,"33.81495,-117.410128,2014-03-04T12:00:00",2,4/3/2014,Clear throughout the day.
2621,2621,"33.81495,-117.410128,2014-03-05T12:00:00",2,5/3/2014,Clear throughout the day.
2622,2622,"33.81495,-117.410128,2014-03-06T12:00:00",2,6/3/2014,Clear throughout the day.
2623,2623,"33.81495,-117.410128,2014-03-07T12:00:00",2,7/3/2014,Clear throughout the day.
2624,2624,"33.81495,-117.410128,2014-03-08T12:00:00",2,8/3/2014,Clear throughout the day.
2625,2625,"33.81495,-117.410128,2014-03-09T12:00:00",2,9/3/2014,Dry throughout the day.
2626,2626,"33.81495,-117.410128,2014-03-10T12:00:00",2,10/3/2014,Clear throughout the day.
2627,2627,"33.81495,-117.410128,2014-03-11T12:00:00",2,11/3/2014,Clear throughout the day.
2628,2628,"33.81495,-117.410128,2014-03-12T12:00:00",2,12/3/2014,Clear throughout the day.
2629,2629,"33.81495,-117.410128,2014-03-13T12:00:00",2,13/3/2014,Clear throughout the day.
2630,2630,"33.81495,-117.410128,2014-03-14T12:00:00",2,14/3/2014,Clear throughout the day.
2631,2631,"33.81495,-117.410128,2014-03-15T12:00:00",2,15/3/2014,Clear throughout the day.
2632,2632,"33.81495,-117.410128,2014-03-16T12:00:00",2,16/3/2014,Dry throughout the day.
2633,2633,"33.81495,-117.410128,2014-03-17T12:00:00",2,17/3/2014,Clear throughout the day.
2634,2634,"33.81495,-117.410128,2014-03-18T12:00:00",2,18/3/2014,Clear throughout the day.
2635,2635,"33.81495,-117.410128,2014-03-19T12:00:00",2,19/3/2014,Clear throughout the day.
2636,2636,"33.81495,-117.410128,2014-03-20T12:00:00",2,20/3/2014,Clear throughout the day.
2637,2637,"33.81495,-117.410128,2014-03-21T12:00:00",2,21/3/2014,Clear throughout the day.
2638,2638,"33.81495,-117.410128,2014-03-22T12:00:00",2,22/3/2014,Clear throughout the day.
2639,2639,"33.81495,-117.410128,2014-03-23T12:00:00",2,23/3/2014,Clear throughout the day.
2640,2640,"33.81495,-117.410128,2014-03-24T12:00:00",2,24/3/2014,Clear throughout the day.
2641,2641,"33.81495,-117.410128,2014-03-25T12:00:00",2,25/3/2014,Clear throughout the day.
2642,2642,"33.81495,-117.410128,2014-03-26T12:00:00",2,26/3/2014,Drizzle in the morning and overnight.
2643,2643,"33.81495,-117.410128,2014-03-27T12:00:00",2,27/3/2014,Clear throughout the day.
2644,2644,"33.81495,-117.410128,2014-03-28T12:00:00",2,28/3/2014,Clear throughout the day.
2645,2645,"33.81495,-117.410128,2014-03-29T12:00:00",2,29/3/2014,Clear throughout the day.
2646,2646,"33.81495,-117.410128,2014-03-30T12:00:00",2,30/3/2014,Clear throughout the day.
2647,2647,"33.81495,-117.410128,2014-03-31T12:00:00",2,31/3/2014,Clear throughout the day.
2648,2648,"33.81495,-117.410128,2014-04-01T12:00:00",2,1/4/2014,Light rain in the morning and overnight.
2649,2649,"33.81495,-117.410128,2014-04-02T12:00:00",2,2/4/2014,Clear throughout the day.
2650,2650,"33.81495,-117.410128,2014-04-03T12:00:00",2,3/4/2014,Clear throughout the day.
