,index,latlngtime,areacode,tggl,weather
124,124,"33.772075,-117.301693,2012-05-04T12:00:00",1,4/5/2012,Partly cloudy until evening.
125,125,"33.772075,-117.301693,2012-05-05T12:00:00",1,5/5/2012,Partly cloudy in the morning.
126,126,"33.772075,-117.301693,2012-05-06T12:00:00",1,6/5/2012,Partly cloudy in the morning.
127,127,"33.772075,-117.301693,2012-05-07T12:00:00",1,7/5/2012,Mostly cloudy in the morning.
128,128,"33.772075,-117.301693,2012-05-08T12:00:00",1,8/5/2012,Partly cloudy in the morning.
129,129,"33.772075,-117.301693,2012-05-09T12:00:00",1,9/5/2012,Partly cloudy overnight.
130,130,"33.772075,-117.301693,2012-05-10T12:00:00",1,10/5/2012,Partly cloudy in the morning.
131,131,"33.772075,-117.301693,2012-05-11T12:00:00",1,11/5/2012,Mostly cloudy in the morning.
132,132,"33.772075,-117.301693,2012-05-12T12:00:00",1,12/5/2012,Mostly cloudy in the morning.
133,133,"33.772075,-117.301693,2012-05-13T12:00:00",1,13/5/2012,Partly cloudy in the morning.
134,134,"33.772075,-117.301693,2012-05-14T12:00:00",1,14/5/2012,Clear throughout the day.
135,135,"33.772075,-117.301693,2012-05-15T12:00:00",1,15/5/2012,Clear throughout the day.
136,136,"33.772075,-117.301693,2012-05-16T12:00:00",1,16/5/2012,Clear throughout the day.
137,137,"33.772075,-117.301693,2012-05-17T12:00:00",1,17/5/2012,Partly cloudy throughout the day.
138,138,"33.772075,-117.301693,2012-05-18T12:00:00",1,18/5/2012,Light rain in the morning.
139,139,"33.772075,-117.301693,2012-05-19T12:00:00",1,19/5/2012,Partly cloudy in the morning.
140,140,"33.772075,-117.301693,2012-05-20T12:00:00",1,20/5/2012,Partly cloudy overnight.
141,141,"33.772075,-117.301693,2012-05-21T12:00:00",1,21/5/2012,Partly cloudy in the morning.
142,142,"33.772075,-117.301693,2012-05-22T12:00:00",1,22/5/2012,Partly cloudy in the morning.
143,143,"33.772075,-117.301693,2012-05-23T12:00:00",1,23/5/2012,Mostly cloudy until afternoon.
144,144,"33.772075,-117.301693,2012-05-24T12:00:00",1,24/5/2012,Mostly cloudy throughout the day.
145,145,"33.772075,-117.301693,2012-05-25T12:00:00",1,25/5/2012,Mostly cloudy throughout the day.
146,146,"33.772075,-117.301693,2012-05-26T12:00:00",1,26/5/2012,Mostly cloudy until evening.
147,147,"33.772075,-117.301693,2012-05-27T12:00:00",1,27/5/2012,Clear throughout the day.
148,148,"33.772075,-117.301693,2012-05-28T12:00:00",1,28/5/2012,Clear throughout the day.
149,149,"33.772075,-117.301693,2012-05-29T12:00:00",1,29/5/2012,Clear throughout the day.
150,150,"33.772075,-117.301693,2012-05-30T12:00:00",1,30/5/2012,Partly cloudy in the morning.
151,151,"33.772075,-117.301693,2012-05-31T12:00:00",1,31/5/2012,Partly cloudy in the morning.
152,152,"33.772075,-117.301693,2012-06-01T12:00:00",1,1/6/2012,Partly cloudy starting in the evening.
153,153,"33.772075,-117.301693,2012-06-02T12:00:00",1,2/6/2012,Partly cloudy starting in the evening.
154,154,"33.772075,-117.301693,2012-06-03T12:00:00",1,3/6/2012,Mostly cloudy starting in the evening.
155,155,"33.772075,-117.301693,2012-06-04T12:00:00",1,4/6/2012,Mostly cloudy throughout the day.
156,156,"33.772075,-117.301693,2012-06-05T12:00:00",1,5/6/2012,Mostly cloudy until afternoon.
157,157,"33.772075,-117.301693,2012-06-06T12:00:00",1,6/6/2012,Clear throughout the day.
158,158,"33.772075,-117.301693,2012-06-07T12:00:00",1,7/6/2012,Clear throughout the day.
159,159,"33.772075,-117.301693,2012-06-08T12:00:00",1,8/6/2012,Partly cloudy starting in the afternoon.
160,160,"33.772075,-117.301693,2012-06-09T12:00:00",1,9/6/2012,Partly cloudy throughout the day.
161,161,"33.772075,-117.301693,2012-06-10T12:00:00",1,10/6/2012,Mostly cloudy in the morning.
162,162,"33.772075,-117.301693,2012-06-11T12:00:00",1,11/6/2012,Partly cloudy in the morning.
163,163,"33.772075,-117.301693,2012-06-12T12:00:00",1,12/6/2012,Partly cloudy throughout the day.
164,164,"33.772075,-117.301693,2012-06-13T12:00:00",1,13/6/2012,Light rain in the afternoon.
165,165,"33.772075,-117.301693,2012-06-14T12:00:00",1,14/6/2012,Light rain in the afternoon and overnight.
166,166,"33.772075,-117.301693,2012-06-15T12:00:00",1,15/6/2012,Partly cloudy throughout the day.
167,167,"33.772075,-117.301693,2012-06-16T12:00:00",1,16/6/2012,Light rain in the afternoon.
168,168,"33.772075,-117.301693,2012-06-17T12:00:00",1,17/6/2012,Partly cloudy overnight.
169,169,"33.772075,-117.301693,2012-06-18T12:00:00",1,18/6/2012,Partly cloudy in the morning.
170,170,"33.772075,-117.301693,2012-06-19T12:00:00",1,19/6/2012,Mostly cloudy in the morning.
171,171,"33.772075,-117.301693,2012-06-20T12:00:00",1,20/6/2012,Mostly cloudy in the morning.
172,172,"33.772075,-117.301693,2012-06-21T12:00:00",1,21/6/2012,Light rain overnight.
173,173,"33.772075,-117.301693,2012-06-22T12:00:00",1,22/6/2012,"Light rain until afternoon, starting again in the evening."
174,174,"33.772075,-117.301693,2012-06-23T12:00:00",1,23/6/2012,Light rain until afternoon.
175,175,"33.772075,-117.301693,2012-06-24T12:00:00",1,24/6/2012,Clear throughout the day.
176,176,"33.772075,-117.301693,2012-06-25T12:00:00",1,25/6/2012,Clear throughout the day.
177,177,"33.772075,-117.301693,2012-06-26T12:00:00",1,26/6/2012,Clear throughout the day.
178,178,"33.772075,-117.301693,2012-06-27T12:00:00",1,27/6/2012,Clear throughout the day.
179,179,"33.772075,-117.301693,2012-06-28T12:00:00",1,28/6/2012,Clear throughout the day.
180,180,"33.772075,-117.301693,2012-06-29T12:00:00",1,29/6/2012,Partly cloudy in the morning.
181,181,"33.772075,-117.301693,2012-06-30T12:00:00",1,30/6/2012,Partly cloudy overnight.
182,182,"33.772075,-117.301693,2012-07-01T12:00:00",1,1/7/2012,Partly cloudy in the morning.
183,183,"33.772075,-117.301693,2012-07-02T12:00:00",1,2/7/2012,Partly cloudy in the morning.
184,184,"33.772075,-117.301693,2012-07-03T12:00:00",1,3/7/2012,Mostly cloudy until afternoon.
185,185,"33.772075,-117.301693,2012-07-04T12:00:00",1,4/7/2012,Partly cloudy throughout the day.
186,186,"33.772075,-117.301693,2012-07-05T12:00:00",1,5/7/2012,Partly cloudy throughout the day.
187,187,"33.772075,-117.301693,2012-07-06T12:00:00",1,6/7/2012,Partly cloudy in the morning.
188,188,"33.772075,-117.301693,2012-07-07T12:00:00",1,7/7/2012,Partly cloudy in the morning.
189,189,"33.772075,-117.301693,2012-07-08T12:00:00",1,8/7/2012,Partly cloudy in the morning.
190,190,"33.772075,-117.301693,2012-07-09T12:00:00",1,9/7/2012,Clear throughout the day.
191,191,"33.772075,-117.301693,2012-07-10T12:00:00",1,10/7/2012,Partly cloudy until evening.
192,192,"33.772075,-117.301693,2012-07-11T12:00:00",1,11/7/2012,Partly cloudy starting in the afternoon.
193,193,"33.772075,-117.301693,2012-07-12T12:00:00",1,12/7/2012,Mostly cloudy throughout the day.
194,194,"33.772075,-117.301693,2012-07-13T12:00:00",1,13/7/2012,Partly cloudy throughout the day.
195,195,"33.772075,-117.301693,2012-07-14T12:00:00",1,14/7/2012,"Light rain starting in the afternoon, continuing until evening."
196,196,"33.772075,-117.301693,2012-07-15T12:00:00",1,15/7/2012,Light rain in the afternoon.
197,197,"33.772075,-117.301693,2012-07-16T12:00:00",1,16/7/2012,Mostly cloudy in the morning.
198,198,"33.772075,-117.301693,2012-07-17T12:00:00",1,17/7/2012,Mostly cloudy in the morning.
199,199,"33.772075,-117.301693,2012-07-18T12:00:00",1,18/7/2012,Partly cloudy until evening.
200,200,"33.772075,-117.301693,2012-07-19T12:00:00",1,19/7/2012,Clear throughout the day.
201,201,"33.772075,-117.301693,2012-07-20T12:00:00",1,20/7/2012,Clear throughout the day.
202,202,"33.772075,-117.301693,2012-07-21T12:00:00",1,21/7/2012,Partly cloudy overnight.
203,203,"33.772075,-117.301693,2012-07-22T12:00:00",1,22/7/2012,Partly cloudy starting in the evening.
204,204,"33.772075,-117.301693,2012-07-23T12:00:00",1,23/7/2012,Partly cloudy in the morning.
205,205,"33.772075,-117.301693,2012-07-24T12:00:00",1,24/7/2012,Partly cloudy in the morning.
206,206,"33.772075,-117.301693,2012-07-25T12:00:00",1,25/7/2012,Partly cloudy in the morning.
207,207,"33.772075,-117.301693,2012-07-26T12:00:00",1,26/7/2012,Partly cloudy in the morning.
208,208,"33.772075,-117.301693,2012-07-27T12:00:00",1,27/7/2012,Partly cloudy in the morning.
209,209,"33.772075,-117.301693,2012-07-28T12:00:00",1,28/7/2012,Clear throughout the day.
210,210,"33.772075,-117.301693,2012-07-29T12:00:00",1,29/7/2012,Partly cloudy in the morning.
211,211,"33.772075,-117.301693,2012-07-30T12:00:00",1,30/7/2012,Partly cloudy in the morning.
212,212,"33.772075,-117.301693,2012-07-31T12:00:00",1,31/7/2012,Partly cloudy in the morning.
213,213,"33.772075,-117.301693,2012-08-01T12:00:00",1,1/8/2012,Partly cloudy in the morning.
214,214,"33.772075,-117.301693,2012-08-02T12:00:00",1,2/8/2012,Partly cloudy overnight.
215,215,"33.772075,-117.301693,2012-08-03T12:00:00",1,3/8/2012,Partly cloudy throughout the day.
216,216,"33.772075,-117.301693,2012-08-04T12:00:00",1,4/8/2012,Mostly cloudy until afternoon.
217,217,"33.772075,-117.301693,2012-08-05T12:00:00",1,5/8/2012,Partly cloudy in the afternoon.
218,218,"33.772075,-117.301693,2012-08-06T12:00:00",1,6/8/2012,Partly cloudy in the morning.
219,219,"33.772075,-117.301693,2012-08-07T12:00:00",1,7/8/2012,"Partly cloudy starting in the afternoon, continuing until evening."
220,220,"33.772075,-117.301693,2012-08-08T12:00:00",1,8/8/2012,Clear throughout the day.
221,221,"33.772075,-117.301693,2012-08-09T12:00:00",1,9/8/2012,"Partly cloudy starting in the afternoon, continuing until evening."
222,222,"33.772075,-117.301693,2012-08-10T12:00:00",1,10/8/2012,"Partly cloudy starting in the afternoon, continuing until evening."
223,223,"33.772075,-117.301693,2012-08-11T12:00:00",1,11/8/2012,"Partly cloudy starting in the afternoon, continuing until evening."
224,224,"33.772075,-117.301693,2012-08-12T12:00:00",1,12/8/2012,"Partly cloudy starting in the afternoon, continuing until evening."
225,225,"33.772075,-117.301693,2012-08-13T12:00:00",1,13/8/2012,Partly cloudy until evening.
226,226,"33.772075,-117.301693,2012-08-14T12:00:00",1,14/8/2012,Clear throughout the day.
227,227,"33.772075,-117.301693,2012-08-15T12:00:00",1,15/8/2012,Partly cloudy until evening.
228,228,"33.772075,-117.301693,2012-08-16T12:00:00",1,16/8/2012,Partly cloudy until evening.
229,229,"33.772075,-117.301693,2012-08-17T12:00:00",1,17/8/2012,Partly cloudy until evening.
230,230,"33.772075,-117.301693,2012-08-18T12:00:00",1,18/8/2012,Clear throughout the day.
231,231,"33.772075,-117.301693,2012-08-19T12:00:00",1,19/8/2012,Clear throughout the day.
232,232,"33.772075,-117.301693,2012-08-20T12:00:00",1,20/8/2012,"Partly cloudy starting in the afternoon, continuing until evening."
233,233,"33.772075,-117.301693,2012-08-21T12:00:00",1,21/8/2012,Partly cloudy in the morning.
234,234,"33.772075,-117.301693,2012-08-22T12:00:00",1,22/8/2012,Partly cloudy throughout the day.
235,235,"33.772075,-117.301693,2012-08-23T12:00:00",1,23/8/2012,Partly cloudy throughout the day.
236,236,"33.772075,-117.301693,2012-08-24T12:00:00",1,24/8/2012,Partly cloudy throughout the day.
237,237,"33.772075,-117.301693,2012-08-25T12:00:00",1,25/8/2012,Mostly cloudy until afternoon.
238,238,"33.772075,-117.301693,2012-08-26T12:00:00",1,26/8/2012,Mostly cloudy in the morning.
239,239,"33.772075,-117.301693,2012-08-27T12:00:00",1,27/8/2012,Clear throughout the day.
240,240,"33.772075,-117.301693,2012-08-28T12:00:00",1,28/8/2012,"Partly cloudy starting in the afternoon, continuing until evening."
241,241,"33.772075,-117.301693,2012-08-29T12:00:00",1,29/8/2012,Partly cloudy in the morning.
242,242,"33.772075,-117.301693,2012-08-30T12:00:00",1,30/8/2012,Heavy rain in the afternoon.
243,243,"33.772075,-117.301693,2012-08-31T12:00:00",1,31/8/2012,Clear throughout the day.
244,244,"33.772075,-117.301693,2012-09-01T12:00:00",1,1/9/2012,Clear throughout the day.
245,245,"33.772075,-117.301693,2012-09-02T12:00:00",1,2/9/2012,Clear throughout the day.
246,246,"33.772075,-117.301693,2012-09-03T12:00:00",1,3/9/2012,Clear throughout the day.
247,247,"33.772075,-117.301693,2012-09-04T12:00:00",1,4/9/2012,Partly cloudy in the morning.
248,248,"33.772075,-117.301693,2012-09-05T12:00:00",1,5/9/2012,Mostly cloudy until evening.
249,249,"33.772075,-117.301693,2012-09-06T12:00:00",1,6/9/2012,Clear throughout the day.
250,250,"33.772075,-117.301693,2012-09-07T12:00:00",1,7/9/2012,Clear throughout the day.
251,251,"33.772075,-117.301693,2012-09-08T12:00:00",1,8/9/2012,Partly cloudy starting in the afternoon.
252,252,"33.772075,-117.301693,2012-09-09T12:00:00",1,9/9/2012,Partly cloudy starting in the afternoon.
253,253,"33.772075,-117.301693,2012-09-10T12:00:00",1,10/9/2012,Partly cloudy throughout the day.
254,254,"33.772075,-117.301693,2012-09-11T12:00:00",1,11/9/2012,Mostly cloudy throughout the day.
255,255,"33.772075,-117.301693,2012-09-12T12:00:00",1,12/9/2012,Mostly cloudy in the morning.
256,256,"33.772075,-117.301693,2012-09-13T12:00:00",1,13/9/2012,Partly cloudy in the morning.
257,257,"33.772075,-117.301693,2012-09-14T12:00:00",1,14/9/2012,Clear throughout the day.
258,258,"33.772075,-117.301693,2012-09-15T12:00:00",1,15/9/2012,Dry throughout the day.
259,259,"33.772075,-117.301693,2012-09-16T12:00:00",1,16/9/2012,Partly cloudy overnight.
260,260,"33.772075,-117.301693,2012-09-17T12:00:00",1,17/9/2012,Partly cloudy in the morning.
261,261,"33.772075,-117.301693,2012-09-18T12:00:00",1,18/9/2012,Partly cloudy in the morning.
262,262,"33.772075,-117.301693,2012-09-19T12:00:00",1,19/9/2012,Clear throughout the day.
263,263,"33.772075,-117.301693,2012-09-20T12:00:00",1,20/9/2012,Clear throughout the day.
264,264,"33.772075,-117.301693,2012-09-21T12:00:00",1,21/9/2012,"Partly cloudy starting in the afternoon, continuing until evening."
265,265,"33.772075,-117.301693,2012-09-22T12:00:00",1,22/9/2012,Partly cloudy until evening.
266,266,"33.772075,-117.301693,2012-09-23T12:00:00",1,23/9/2012,Partly cloudy in the morning.
267,267,"33.772075,-117.301693,2012-09-24T12:00:00",1,24/9/2012,Clear throughout the day.
268,268,"33.772075,-117.301693,2012-09-25T12:00:00",1,25/9/2012,Partly cloudy in the morning.
269,269,"33.772075,-117.301693,2012-09-26T12:00:00",1,26/9/2012,Partly cloudy in the morning.
270,270,"33.772075,-117.301693,2012-09-27T12:00:00",1,27/9/2012,Partly cloudy in the morning.
